Pharmacological	pharmacological	O	O	O	O
gabapentin	gabapentin	CHEMICALS	O	OTHERS	I
,	,	O	O	O	O
a	a	O	O	O	O
drug	drug	O	O	O	O
effective	effective	O	O	O	O
in	in	O	O	O	O
neuropathic	neuropathic	O	DISEASE	OTHERS	I
pain	pain	O	DISEASE	OTHERS	I
patients	patients	O	O	O	O
,	,	O	O	O	O
on	on	O	O	O	O
brain	brain	O	O	O	O
processing	processing	O	O	O	O
of	of	O	O	O	O
nociceptive	nociceptive	O	O	O	O
information	information	O	O	O	O
in	in	O	O	O	O
normal	normal	O	O	O	O
and	and	O	O	O	O
central	central	O	O	O	O
sensitization	sensitization	O	O	O	O
states	states	O	O	O	O
.	.	O	O	O	O

Using	using	O	O	O	O
functional	functional	O	O	O	O
magnetic	magnetic	O	O	O	O
resonance	resonance	O	O	O	O
imaging	imaging	O	O	O	O
(	(	O	O	O	O
fMRI	fmri	O	O	O	O
)	)	O	O	O	O
in	in	O	O	O	O
normal	normal	O	O	O	O
volunteers	volunteers	O	O	O	O
,	,	O	O	O	O
we	we	O	O	O	O
studied	studied	O	O	O	O
the	the	O	O	O	O
gabapentin-induced	gabapentin-induced	O	O	O	O
modulation	modulation	O	O	O	O
of	of	O	O	O	O
brain	brain	O	O	O	O
activity	activity	O	O	O	O
in	in	O	O	O	O
response	response	O	O	O	O
to	to	O	O	O	O
nociceptive	nociceptive	O	O	O	O
mechanical	mechanical	O	O	O	O
stimulation	stimulation	O	O	O	O
of	of	O	O	O	O
normal	normal	O	O	O	O
skin	skin	O	O	O	O
and	and	O	O	O	O
capsaicin-induced	capsaicin-induced	O	O	O	O
secondary	secondary	O	DISEASE	OTHERS	I
hyperalgesia	hyperalgesia	O	DISEASE	OTHERS	I
.	.	O	O	O	O

The	the	O	O	O	O
dose	dose	O	O	O	O
of	of	O	O	O	O
gabapentin	gabapentin	CHEMICALS	O	OTHERS	I
was	was	O	O	O	O
1,800	1,800	O	O	O	O
mg	mg	O	O	OTHERS	I
per	per	O	O	O	O
os	os	O	O	O	O
,	,	O	O	O	O
in	in	O	O	O	O
a	a	O	O	O	O
single	single	O	O	O	O
administration	administration	O	O	O	O
.	.	O	O	O	O

We	we	O	O	O	O
found	found	O	O	O	O
that	that	O	O	O	O
(	(	O	O	O	O
i	i	O	O	O	O
)	)	O	O	O	O
gabapentin	gabapentin	CHEMICALS	O	OTHERS	I
reduced	reduced	O	O	O	O
the	the	O	O	O	O
activations	activations	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
bilateral	bilateral	O	O	O	O
operculoinsular	operculoinsular	O	O	O	O
cortex	cortex	O	O	O	O
,	,	O	O	O	O
independently	independently	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
presence	presence	O	O	O	O
of	of	O	O	O	O
central	central	O	O	O	O
sensitization	sensitization	O	O	O	O
;	;	O	O	O	O
(	(	O	O	O	O
ii	ii	O	O	O	O
)	)	O	O	O	O
gabapentin	gabapentin	CHEMICALS	O	OTHERS	I
reduced	reduced	O	O	O	O
the	the	O	O	O	O
activation	activation	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
brainstem	brainstem	O	O	O	O
,	,	O	O	O	O
only	only	O	O	O	O
during	during	O	O	O	O
central	central	O	O	O	O
sensitization	sensitization	O	O	O	O
;	;	O	O	O	O
(	(	O	O	O	O
iii	iii	O	O	O	O
)	)	O	O	O	O
gabapentin	gabapentin	CHEMICALS	O	OTHERS	I
suppressed	suppressed	O	O	O	O
stimulus-induced	stimulus-induced	O	O	O	O
deactivations	deactivations	O	O	O	O
,	,	O	O	O	O
only	only	O	O	O	O
during	during	O	O	O	O
central	central	O	O	O	O
sensitization	sensitization	O	O	O	O
;	;	O	O	O	O
this	this	O	O	O	O
effect	effect	O	O	O	O
was	was	O	O	O	O
more	more	O	O	O	O
robust	robust	O	O	O	O
than	than	O	O	O	O
the	the	O	O	O	O
effect	effect	O	O	O	O
on	on	O	O	O	O
brain	brain	O	O	O	O
activation	activation	O	O	O	O
.	.	O	O	O	O

The	the	O	O	O	O
observed	observed	O	O	O	O
drug-induced	drug-induced	O	O	O	O
effects	effects	O	O	O	O
were	were	O	O	O	O
not	not	O	O	O	O
due	due	O	O	O	O
to	to	O	O	O	O
changes	changes	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
baseline	baseline	O	O	O	O
fMRI	fmri	O	O	O	O
signal	signal	O	O	O	O
.	.	O	O	O	O

These	these	O	O	O	O
findings	findings	O	O	O	O
indicate	indicate	O	O	O	O
that	that	O	O	O	O
gabapentin	gabapentin	CHEMICALS	O	OTHERS	I
has	has	O	O	O	O
a	a	O	O	O	O
measurable	measurable	O	O	O	O
antinociceptive	antinociceptive	O	O	O	O
effect	effect	O	O	O	O
and	and	O	O	O	O
a	a	O	O	O	O
stronger	stronger	O	O	O	O
antihyperalgesic	antihyperalgesic	O	O	O	O
effect	effect	O	O	O	O
most	most	O	O	O	O
evident	evident	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
brain	brain	O	O	O	O
areas	areas	O	O	O	O
undergoing	undergoing	O	O	O	O
deactivation	deactivation	O	O	O	O
,	,	O	O	O	O
thus	thus	O	O	O	O
supporting	supporting	O	O	O	O
the	the	O	O	O	O
concept	concept	O	O	O	O
that	that	O	O	O	O
gabapentin	gabapentin	CHEMICALS	O	OTHERS	I
is	is	O	O	O	O
more	more	O	O	O	O
effective	effective	O	O	O	O
in	in	O	O	O	O
modulating	modulating	O	O	O	O
nociceptive	nociceptive	O	O	O	O
transmission	transmission	O	O	O	O
when	when	O	O	O	O
central	central	O	O	O	O
sensitization	sensitization	O	O	O	O
is	is	O	O	O	O
present	present	O	O	O	O
.	.	O	O	O	O

