Effects	effects	O	O	O	O
228+/-101	228+/-101	O	O	O	O
s	s	O	O	O	O
(	(	O	O	O	O
P<0.0005	p<0.0005	O	O	O	O
vs.	vs.	O	O	O	O
control	control	O	O	O	O
)	)	O	O	O	O
at	at	O	O	O	O
a	a	O	O	O	O
dose	dose	O	O	O	O
of	of	O	O	O	O
0.2	0.2	O	O	O	O
mg/kg	mg/kg	O	O	O	O
.	.	O	O	O	O

Underlying	underlying	O	O	O	O
electrophysiological	electrophysiological	O	O	O	O
mechanisms	mechanisms	O	O	O	O
were	were	O	O	O	O
studied	studied	O	O	O	O
in	in	O	O	O	O
detail	detail	O	O	O	O
in	in	O	O	O	O
five	five	O	O	O	O
additional	additional	O	O	O	O
dogs	dogs	O	O	O	O
under	under	O	O	O	O
control	control	O	O	O	O
conditions	conditions	O	O	O	O
and	and	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
presence	presence	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
higher	higher	O	O	O	O
dose	dose	O	O	O	O
of	of	O	O	O	O
verapamil	verapamil	CHEMICALS	O	OTHERS	I
.	.	O	O	O	O

In	in	O	O	O	O
these	these	O	O	O	O
experiments	experiments	O	O	O	O
,	,	O	O	O	O
verapamil	verapamil	CHEMICALS	O	OTHERS	I
shortened	shortened	O	O	O	O
mean	mean	O	O	O	O
effective	effective	O	O	O	O
refractory	refractory	O	O	O	O
period	period	O	O	O	O
(	(	O	O	O	O
ERP	erp	O	O	O	O
)	)	O	O	O	O
from	from	O	O	O	O
122+/-5	122+/-5	O	O	O	O
to	to	O	O	O	O
114+/-4	114+/-4	O	O	O	O
ms	ms	O	DISEASE	OTHERS	I
(	(	O	O	O	O
P<0.02	p<0.02	O	O	O	O
)	)	O	O	O	O
at	at	O	O	O	O
a	a	O	O	O	O
cycle	cycle	O	O	O	O
length	length	O	O	O	O
of	of	O	O	O	O
300	300	O	O	O	O
ms	ms	O	DISEASE	OTHERS	I
,	,	O	O	O	O
decreased	decreased	O	O	O	O
ERP	erp	O	O	O	O
heterogeneity	heterogeneity	O	O	O	O
(	(	O	O	O	O
from	from	O	O	O	O
15+/-1	15+/-1	O	O	O	O
to	to	O	O	O	O
10+/-1	10+/-1	O	O	O	O
%	%	O	O	O	O
,	,	O	O	O	O
P<0.05	p<0.05	O	O	O	O
)	)	O	O	O	O
,	,	O	O	O	O
heterogeneously	heterogeneously	O	O	O	O
accelerated	accelerated	O	O	O	O
atrial	atrial	O	O	O	O
conduction	conduction	O	O	O	O
and	and	O	O	O	O
decreased	decreased	O	O	O	O
the	the	O	O	O	O
cycle	cycle	O	O	O	O
length	length	O	O	O	O
of	of	O	O	O	O
AF	af	O	O	OTHERS	I
(	(	O	O	O	O
94+/-4	94+/-4	O	O	O	O
to	to	O	O	O	O
84+/-3	84+/-3	O	O	O	O
ms	ms	O	DISEASE	OTHERS	I
,	,	O	O	O	O
P<0.005	p<0.005	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

Diltiazem	diltiazem	CHEMICALS	O	OTHERS	I
did	did	O	O	O	O
not	not	O	O	O	O
affect	affect	O	O	O	O
ERP	erp	O	O	O	O
,	,	O	O	O	O
AF	af	O	O	OTHERS	I
cycle	cycle	O	O	O	O
length	length	O	O	O	O
or	or	O	O	O	O
AF	af	O	O	OTHERS	I
duration	duration	O	O	O	O
,	,	O	O	O	O
but	but	O	O	O	O
produced	produced	O	O	O	O
conduction	conduction	O	O	O	O
acceleration	acceleration	O	O	O	O
similar	similar	O	O	O	O
to	to	O	O	O	O
that	that	O	O	O	O
caused	caused	O	O	O	O
by	by	O	O	O	O
verapamil	verapamil	CHEMICALS	O	OTHERS	I
(	(	O	O	O	O
n=5	n=5	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

In	in	O	O	O	O
the	the	O	O	O	O
presence	presence	O	O	O	O
of	of	O	O	O	O
autonomic	autonomic	O	O	O	O
blockade	blockade	O	O	O	O
,	,	O	O	O	O
verapamil	verapamil	CHEMICALS	O	OTHERS	I
failed	failed	O	O	O	O
to	to	O	O	O	O
promote	promote	O	O	O	O
AF	af	O	O	OTHERS	I
and	and	O	O	O	O
increased	increased	O	O	O	O
,	,	O	O	O	O
rather	rather	O	O	O	O
than	than	O	O	O	O
decreasing	decreasing	O	O	O	O
,	,	O	O	O	O
refractoriness	refractoriness	O	O	O	O
.	.	O	O	O	O

Neither	neither	O	O	O	O
verapamil	verapamil	CHEMICALS	O	OTHERS	I
nor	nor	O	O	O	O
diltiazem	diltiazem	CHEMICALS	O	OTHERS	I
affected	affected	O	O	O	O
atrial	atrial	O	O	O	O
conduction	conduction	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
presence	presence	O	O	O	O
of	of	O	O	O	O
autonomic	autonomic	O	O	O	O
blockade	blockade	O	O	O	O
.	.	O	O	O	O

Epicardial	epicardial	O	O	O	O
mapping	mapping	O	O	O	O
suggested	suggested	O	O	O	O
that	that	O	O	O	O
verapamil	verapamil	CHEMICALS	O	OTHERS	I
promoted	promoted	O	O	O	O
AF	af	O	O	OTHERS	I
by	by	O	O	O	O
increasing	increasing	O	O	O	O
the	the	O	O	O	O
number	number	O	O	O	O
of	of	O	O	O	O
simultaneous	simultaneous	O	O	O	O
wavefronts	wavefronts	O	O	O	O
reflected	reflected	O	O	O	O
by	by	O	O	O	O
separate	separate	O	O	O	O
zones	zones	O	O	O	O
of	of	O	O	O	O
reactivation	reactivation	O	O	O	O
in	in	O	O	O	O
each	each	O	O	O	O
cycle	cycle	O	O	O	O
.	.	O	O	O	O

CONCLUSIONS	conclusions	O	O	O	O
:	:	O	O	O	O
Verapamil	verapamil	CHEMICALS	O	OTHERS	I
promotes	promotes	O	O	O	O
AF	af	O	O	OTHERS	I
in	in	O	O	O	O
normal	normal	O	O	O	O
dogs	dogs	O	O	O	O
by	by	O	O	O	O
promoting	promoting	O	O	O	O
multiple	multiple	O	O	O	O
circuit	circuit	O	O	O	O
reentry	reentry	O	O	O	O
,	,	O	O	O	O
an	an	O	O	O	O
effect	effect	O	O	O	O
dependent	dependent	O	O	O	O
on	on	O	O	O	O
intact	intact	O	O	O	O
autonomic	autonomic	O	O	O	O
tone	tone	O	O	O	O
and	and	O	O	O	O
not	not	O	O	O	O
shared	shared	O	O	O	O
by	by	O	O	O	O
diltiazem	diltiazem	CHEMICALS	O	OTHERS	I
.	.	O	O	O	O

