Effect	effect	O	O	O	O
increasing	increasing	O	O	O	O
levels	levels	O	O	O	O
of	of	O	O	O	O
BP	bp	O	O	OTHERS	I
reduction	reduction	O	O	OTHERS	I
.	.	O	O	O	O

METHODS	methods	O	O	O	O
:	:	O	O	O	O
Patients	patients	O	O	O	O
with	with	O	O	O	O
a	a	O	O	O	O
clinical	clinical	O	O	O	O
diagnosis	diagnosis	O	O	O	O
of	of	O	O	O	O
ischemic	ischemic	O	DISEASE	OTHERS	I
stroke	stroke	O	DISEASE	OTHERS	I
(	(	O	O	O	O
within	within	O	O	O	O
24	24	O	O	O	O
hours	hours	O	O	O	O
)	)	O	O	O	O
were	were	O	O	O	O
consecutively	consecutively	O	O	O	O
allocated	allocated	O	O	O	O
to	to	O	O	O	O
receive	receive	O	O	O	O
placebo	placebo	O	O	O	O
(	(	O	O	O	O
n=100	n=100	O	O	O	O
)	)	O	O	O	O
,	,	O	O	O	O
1	1	O	O	O	O
mg/h	mg/h	O	O	O	O
(	(	O	O	O	O
low-dose	low-dose	O	O	O	O
)	)	O	O	O	O
nimodipine	nimodipine	CHEMICALS	O	OTHERS	I
(	(	O	O	O	O
n=101	n=101	O	O	O	O
)	)	O	O	O	O
,	,	O	O	O	O
or	or	O	O	O	O
2	2	O	O	O	O
mg/h	mg/h	O	O	O	O
(	(	O	O	O	O
high-dose	high-dose	O	O	O	O
)	)	O	O	O	O
nimodipine	nimodipine	CHEMICALS	O	OTHERS	I
(	(	O	O	O	O
n=94	n=94	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

The	the	O	O	O	O
correlation	correlation	O	O	O	O
between	between	O	O	O	O
average	average	O	O	O	O
BP	bp	O	O	O	O
change	change	O	O	O	O
during	during	O	O	O	O
the	the	O	O	O	O
first	first	O	O	O	O
2	2	O	O	O	O
days	days	O	O	O	O
and	and	O	O	O	O
the	the	O	O	O	O
outcome	outcome	O	O	O	O
at	at	O	O	O	O
day	day	O	O	O	O
21	21	O	O	O	O
was	was	O	O	O	O
analyzed	analyzed	O	O	O	O
.	.	O	O	O	O

RESULTS	results	O	O	O	O
:	:	O	O	O	O
Two	two	O	O	O	O
hundred	hundred	O	O	O	O
sixty-five	sixty-five	O	O	O	O
patients	patients	O	O	O	O
were	were	O	O	O	O
included	included	O	O	O	O
in	in	O	O	O	O
this	this	O	O	O	O
analysis	analysis	O	O	O	O
(	(	O	O	O	O
n=92	n=92	O	O	O	O
,	,	O	O	O	O
93	93	O	O	O	O
,	,	O	O	O	O
and	and	O	O	O	O
80	80	O	O	O	O
for	for	O	O	O	O
placebo	placebo	O	O	O	O
,	,	O	O	O	O
low	low	O	O	O	O
dose	dose	O	O	O	O
,	,	O	O	O	O
and	and	O	O	O	O
high	high	O	O	O	O
dose	dose	O	O	O	O
,	,	O	O	O	O
respectively	respectively	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

Nimodipine	nimodipine	CHEMICALS	O	OTHERS	I
treatment	treatment	O	O	O	O
resulted	resulted	O	O	O	O
in	in	O	O	O	O
a	a	O	O	O	O
statistically	statistically	O	O	O	O
significant	significant	O	O	O	O
reduction	reduction	O	O	OTHERS	I
in	in	O	O	OTHERS	I
systolic	systolic	O	O	OTHERS	I
BP	bp	O	O	OTHERS	I
(	(	O	O	O	O
SBP	sbp	O	O	O	O
)	)	O	O	O	O
and	and	O	O	O	O
diastolic	diastolic	O	O	O	O
BP	bp	O	O	O	O
(	(	O	O	O	O
DBP	dbp	O	O	O	O
)	)	O	O	O	O
from	from	O	O	O	O
baseline	baseline	O	O	O	O
compared	compared	O	O	O	O
with	with	O	O	O	O
placebo	placebo	O	O	O	O
during	during	O	O	O	O
the	the	O	O	O	O
first	first	O	O	O	O
few	few	O	O	O	O
days	days	O	O	O	O
.	.	O	O	O	O

In	in	O	O	O	O
multivariate	multivariate	O	O	O	O
analysis	analysis	O	O	O	O
,	,	O	O	O	O
a	a	O	O	O	O
significant	significant	O	O	O	O
correlation	correlation	O	O	O	O
between	between	O	O	O	O
DBP	dbp	O	O	OTHERS	I
reduction	reduction	O	O	OTHERS	I
and	and	O	O	O	O
worsening	worsening	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
neurological	neurological	O	O	O	O
score	score	O	O	O	O
was	was	O	O	O	O
found	found	O	O	O	O
for	for	O	O	O	O
the	the	O	O	O	O
high-dose	high-dose	O	O	O	O
group	group	O	O	O	O
(	(	O	O	O	O
beta=0.49	beta=0.49	O	O	O	O
,	,	O	O	O	O
P=0	p=0	O	O	O	O
.	.	O	O	O	O
048	048	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

Patients	patients	O	O	O	O
with	with	O	O	O	O
a	a	O	O	O	O
DBP	dbp	O	O	OTHERS	I
reduction	reduction	O	O	OTHERS	I
of	of	O	O	O	O
>	>	O	O	O	O
or	or	O	O	O	O
=	=	O	O	O	O
20	20	O	O	O	O
%	%	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
high-dose	high-dose	O	O	O	O
group	group	O	O	O	O
had	had	O	O	O	O
a	a	O	O	O	O
significantly	significantly	O	O	O	O
increased	increased	O	O	O	O
adjusted	adjusted	O	O	O	O
OR	or	O	O	O	O
for	for	O	O	O	O
the	the	O	O	O	O
compound	compound	O	O	O	O
outcome	outcome	O	O	O	O
variable	variable	O	O	O	O
death	death	O	DISEASE	OTHERS	I
or	or	O	O	O	O
dependency	dependency	O	O	O	O
(	(	O	O	O	O
Barthel	barthel	O	O	O	O
Index	index	O	O	O	O
<	<	O	O	O	O
60	60	O	O	O	O
)	)	O	O	O	O
(	(	O	O	O	O
n/N=25/26	n/n=25/26	O	O	O	O
,	,	O	O	O	O
OR	or	O	O	O	O
10	10	O	O	O	O
.	.	O	O	O	O
16	16	O	O	O	O
,	,	O	O	O	O
95	95	O	O	O	O
%	%	O	O	O	O
CI	ci	O	O	O	O
1.02	1.02	O	O	O	O
to	to	O	O	O	O
101.74	101.74	O	O	O	O
)	)	O	O	O	O
and	and	O	O	O	O
death	death	O	DISEASE	OTHERS	I
alone	alone	O	O	O	O
(	(	O	O	O	O
n/N=9/26	n/n=9/26	O	O	O	O
,	,	O	O	O	O
OR	or	O	O	O	O
4.336	4.336	O	O	O	O
,	,	O	O	O	O
95	95	O	O	O	O
%	%	O	O	O	O
CI	ci	O	O	O	O
1.131	1.131	O	O	O	O
16.619	16.619	O	O	O	O
)	)	O	O	O	O
compared	compared	O	O	O	O
with	with	O	O	O	O
all	all	O	O	O	O
placebo	placebo	O	O	O	O
patients	patients	O	O	O	O
(	(	O	O	O	O
n/N=62/92	n/n=62/92	O	O	O	O
and	and	O	O	O	O
14/92	14/92	O	O	O	O
,	,	O	O	O	O
respectively	respectively	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

There	there	O	O	O	O
was	was	O	O	O	O
no	no	O	O	O	O
correlation	correlation	O	O	O	O
between	between	O	O	O	O
SBP	sbp	O	O	O	O
change	change	O	O	O	O
and	and	O	O	O	O
outcome	outcome	O	O	O	O
.	.	O	O	O	O

CONCLUSIONS	conclusions	O	O	O	O
:	:	O	O	O	O
DBP	dbp	O	O	O	O
,	,	O	O	O	O
but	but	O	O	O	O
not	not	O	O	O	O
SBP	sbp	O	O	O	O
,	,	O	O	O	O
reduction	reduction	O	O	O	O
was	was	O	O	O	O
associated	associated	O	O	O	O
with	with	O	O	O	O
neurological	neurological	O	O	O	O
worsening	worsening	O	O	O	O
after	after	O	O	O	O
the	the	O	O	O	O
intravenous	intravenous	O	O	O	O
administration	administration	O	O	O	O
of	of	O	O	O	O
high-dose	high-dose	O	O	O	O
nimodipine	nimodipine	CHEMICALS	O	OTHERS	I
after	after	O	O	O	O
acute	acute	O	O	OTHERS	I
stroke	stroke	O	DISEASE	OTHERS	I
.	.	O	O	O	O

For	for	O	O	O	O
low-dose	low-dose	O	O	O	O
nimodipine	nimodipine	CHEMICALS	O	OTHERS	I
,	,	O	O	O	O
the	the	O	O	O	O
results	results	O	O	O	O
were	were	O	O	O	O
not	not	O	O	O	O
conclusive	conclusive	O	O	O	O
.	.	O	O	O	O

These	these	O	O	O	O
results	results	O	O	O	O
do	do	O	O	O	O
not	not	O	O	O	O
confirm	confirm	O	O	O	O
or	or	O	O	O	O
exclude	exclude	O	O	O	O
a	a	O	O	O	O
neuroprotective	neuroprotective	O	O	O	O
property	property	O	O	O	O
of	of	O	O	O	O
nimodipine	nimodipine	CHEMICALS	O	OTHERS	I
.	.	O	O	O	O

