,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,olabel,orig_index,label,prob_0,prob_1
144,mood disorder,5,7,55,68,"243 cocaine-dependent outpatients with cocaine-induced mood disorder (CIMD), other mood disorders, or no mood disorder were compared on measures of psychiatric symptoms.",10365197_2,-1,-1,-1,144,-1,0.000529568,0.9994704
145,CIMD,8,9,70,74,"243 cocaine-dependent outpatients with cocaine-induced mood disorder (CIMD), other mood disorders, or no mood disorder were compared on measures of psychiatric symptoms.",10365197_2,-1,-1,-1,145,-1,0.0028804631,0.99711955
146,mood disorders,12,14,83,97,"243 cocaine-dependent outpatients with cocaine-induced mood disorder (CIMD), other mood disorders, or no mood disorder were compared on measures of psychiatric symptoms.",10365197_2,-1,-1,-1,146,-1,0.00052760565,0.99947244
147,mood disorder,17,19,105,118,"243 cocaine-dependent outpatients with cocaine-induced mood disorder (CIMD), other mood disorders, or no mood disorder were compared on measures of psychiatric symptoms.",10365197_2,-1,-1,-1,147,-1,0.00052952574,0.99947053
149,CIMD,4,5,24,28,The prevalence rate for CIMD was 12% at baseline.,10365197_3,-1,-1,-1,149,-1,0.004335403,0.99566466
150,CIMD,6,7,40,44,Introduction of the DSM-IV diagnosis of CIMD did not substantially affect rates of the other depressive disorders.,10365197_4,-1,-1,-1,150,-1,0.020215558,0.9797845
151,depressive disorders,15,17,93,113,Introduction of the DSM-IV diagnosis of CIMD did not substantially affect rates of the other depressive disorders.,10365197_4,-1,-1,-1,151,-1,0.0005364653,0.9994635
152,CIMD,2,3,14,18,Patients with CIMD had symptom severity levels between those of patients with and without a mood disorder.,10365197_5,-1,-1,-1,152,-1,0.014267884,0.98573214
153,mood disorder,15,17,92,105,Patients with CIMD had symptom severity levels between those of patients with and without a mood disorder.,10365197_5,-1,-1,-1,153,-1,0.0005361877,0.99946386
154,CIMD,11,12,69,73,"These findings suggest some validity for the new DSM-IV diagnosis of CIMD, but also suggest that it requires further specification and replication.",10365197_6,-1,-1,-1,154,-1,0.0010463041,0.9989537
155,intracerebral hemorrhage,6,8,52,76,Effect of fucoidan treatment on collagenase-induced intracerebral hemorrhage in rats.,10406016_0,-1,-1,-1,155,-1,0.0005344167,0.99946564
158,Intracerebral hemorrhage,0,2,0,24,Intracerebral hemorrhage is associated with more inflammation than ischemic stroke.,10406016_2,-1,-1,-1,158,-1,0.00054032204,0.9994597
162,intracerebral hemorrhage,22,24,127,151,"We tested the sulfated polysaccharide fucoidan, which has been reported to reduce inflammatory brain damage, in a rat model of intracerebral hemorrhage induced by injection of bacterial collagenase into the caudate nucleus.",10406016_3,-1,-1,-1,162,-1,0.0005326949,0.9994673
169,intracerebral hemorrhage,12,14,97,121,Investigation of more specific anti-inflammatory agents and hemodiluting agents are warranted in intracerebral hemorrhage.,10406016_10,-1,-1,-1,169,-1,0.00053652003,0.9994635
174,subarachnoid hemorrhage,11,13,90,113,Effects of nonsteroidal anti-inflammatory drugs on hemostasis in patients with aneurysmal subarachnoid hemorrhage.,10414674_0,-1,-1,-1,174,-1,0.0005325627,0.99946743
175,subarachnoid hemorrhage,3,5,25,48,"Patients with aneurysmal subarachnoid hemorrhage (SAH) were randomized to receive either ketoprofen, 100 mg, three times a day (ketoprofen group, n = 9) or a weak NSAID, acetaminophen, 1 g, three times a day (acetaminophen group, n = 9) starting immediately after the diagnosis of aneurysmal SAH.",10414674_3,-1,-1,-1,175,-1,0.0005288429,0.9994711
179,adenosine diphosphate,8,10,52,73,Maximal platelet aggregation induced by 6 microM of adenosine diphosphate decreased after administration of ketoprofen.,10414674_6,-1,-1,-1,179,-1,0.9994746,0.00052544806
181,platelet,4,5,21,29,"In contrast, maximal platelet aggregation increased in the acetaminophen group on the third postoperative day as compared with the pretreatment platelet aggregation results (P < .05).",10414674_8,-1,-1,-1,181,-1,0.0010646076,0.9989354
185,antithrombin III,20,22,112,128,"Coagulation (prothrombin time [PT], activated partial thromboplastin time [APPT], fibrinogen concentration, and antithrombin III [AT III]) was comparable between the two groups.",10414674_10,-1,-1,-1,185,-1,0.98159915,0.018400848
192,ASA,13,14,88,91,The haemodynamic effects of propofol in combination with ephedrine in elderly patients (ASA groups 3 and 4).The marked vasodilator and negative inotropic effects of propofol are disadvantages in frail elderly patients.,10520387_0,-1,-1,-1,192,-1,0.010782757,0.9892173
199,ASA,24,25,117,120,"The haemodynamic effects of adding 15, 20 or 25 mg of ephedrine to 200 mg of propofol were compared to control in 40 ASA 3/4 patients over 60 years presenting for genito-urinary surgery.",10520387_2,-1,-1,-1,199,-1,0.0009101462,0.99908984
208,myocardial ischemia,8,10,45,64,"Due to the risk of this tachycardia inducing myocardial ischemia, we would not recommend the use in elderly patients of any of the ephedrine/propofol/mixtures studied.",10520387_5,-1,-1,-1,208,-1,0.0005341784,0.9994659
209,Nitric oxide synthase,0,3,0,21,Nitric oxide synthase expression in the course of lead-induced hypertension.,10523326_0,-1,-1,-1,209,-1,0.99932384,0.0006761988
211,reactive oxygen species,4,7,28,51,"We recently showed elevated reactive oxygen species (ROS), reduced urinary excretion of NO metabolites (NOx), and increased NO sequestration as nitrotyrosine in various tissues in rats with lead-induced hypertension.",10523326_1,-1,-1,-1,211,-1,0.9992988,0.0007011637
215,acetate,13,14,84,91,"Male Sprague-Dawley rats were randomly assigned to a lead-treated group (given lead acetate, 100 ppm, in drinking water and regular rat chow), a group given lead and vitamin E-fortified chow, or a normal control group given either regular food and water or vitamin E-fortified food for 12 weeks.",10523326_3,-1,-1,-1,215,-1,0.99939597,0.00060405274
216,drinking water,19,21,105,119,"Male Sprague-Dawley rats were randomly assigned to a lead-treated group (given lead acetate, 100 ppm, in drinking water and regular rat chow), a group given lead and vitamin E-fortified chow, or a normal control group given either regular food and water or vitamin E-fortified food for 12 weeks.",10523326_3,-1,-1,-1,216,-1,0.98403627,0.015963743
218,MDA,11,12,69,72,"The lead-treated group exhibited a rise in blood pressure and plasma MDA concentration, a fall in urinary NOx excretion, and a paradoxical rise in vascular and renal tissue eNOS and iNOS expression.",10523326_5,-1,-1,-1,218,-1,0.9993512,0.00064875797
219,Vitamin E,0,2,0,9,"Vitamin E supplementation ameliorated hypertension, lowered plasma MDA concentration, and raised urinary NOx excretion while significantly lowering vascular, but not renal, tissue eNOS and iNOS expression.",10523326_6,-1,-1,-1,219,-1,0.99945635,0.000543608
221,Vitamin E,0,2,0,9,"Vitamin E supplementation had no effect on either blood pressure, plasma MDA, or NOS expression in the control group.",10523326_7,-1,-1,-1,221,-1,0.9994425,0.0005574195
224,migraine without aura,5,8,39,60,Glyceryl trinitrate induces attacks of migraine without aura in sufferers of migraine with aura.,10524660_0,-1,-1,-1,224,-1,0.08024305,0.9197569
225,migraine with aura,11,14,77,95,Glyceryl trinitrate induces attacks of migraine without aura in sufferers of migraine with aura.,10524660_0,-1,-1,-1,225,-1,0.036548894,0.96345115
226,Migraine with aura,0,3,0,18,"Migraine with aura and migraine without aura have the same pain phase, thus indicating that migraine with aura and migraine without aura share a common pathway of nociception.",10524660_1,-1,-1,-1,226,-1,0.0025119463,0.997488
227,migraine without aura,4,7,23,44,"Migraine with aura and migraine without aura have the same pain phase, thus indicating that migraine with aura and migraine without aura share a common pathway of nociception.",10524660_1,-1,-1,-1,227,-1,0.0024202955,0.99757975
229,migraine with aura,16,19,92,110,"Migraine with aura and migraine without aura have the same pain phase, thus indicating that migraine with aura and migraine without aura share a common pathway of nociception.",10524660_1,-1,-1,-1,229,-1,0.0021324623,0.99786747
230,migraine without aura,20,23,115,136,"Migraine with aura and migraine without aura have the same pain phase, thus indicating that migraine with aura and migraine without aura share a common pathway of nociception.",10524660_1,-1,-1,-1,230,-1,0.0020131953,0.9979868
231,nitric oxide,12,14,79,91,"In recent years, increasing evidence has suggested that the messenger molecule nitric oxide (NO) is involved in pain mechanisms of migraine without aura.",10524660_2,-1,-1,-1,231,-1,0.99942565,0.00057442096
233,migraine without aura,23,26,131,152,"In recent years, increasing evidence has suggested that the messenger molecule nitric oxide (NO) is involved in pain mechanisms of migraine without aura.",10524660_2,-1,-1,-1,233,-1,0.0009417094,0.9990583
234,migraine with aura,10,13,49,67,"In order to clarify whether the same is true for migraine with aura, in the present study we examined the headache response to intravenous infusion of glyceryl trinitrate (GTN) (0.5 microg/kg/min for 20 min) in 12 sufferers of migraine with aura.",10524660_3,-1,-1,-1,234,-1,0.0027940273,0.9972059
236,migraine with aura,43,46,227,245,"In order to clarify whether the same is true for migraine with aura, in the present study we examined the headache response to intravenous infusion of glyceryl trinitrate (GTN) (0.5 microg/kg/min for 20 min) in 12 sufferers of migraine with aura.",10524660_3,-1,-1,-1,236,-1,0.0012988867,0.9987011
237,migraine without aura,13,16,70,91,The specific aim was to elucidate whether an aura and/or an attack of migraine without aura could be induced.,10524660_4,-1,-1,-1,237,-1,0.0017023415,0.99829763
239,h,26,27,148,149,Headache was more severe in migraineurs than in the controls during and immediately after GTN infusion (p=0.037) as well as during the following 11 h (p = 0.008).,10524660_7,-1,-1,-1,239,-1,0.022937957,0.97706205
243,migraine without aura,16,19,95,116,At this time the induced headache in 6 of 12 migraineurs fulfilled the diagnostic criteria for migraine without aura of the International Headache Society.,10524660_9,-1,-1,-1,243,-1,0.0011499702,0.99885
246,migraine with aura,13,16,76,94,The results therefore suggest that NO is involved in the pain mechanisms of migraine with aura.,10524660_10,-1,-1,-1,246,-1,0.0014805052,0.9985195
250,migraine with aura,29,32,188,206,"Since cortical spreading depression has been shown to liberate NO in animals, this finding may help our understanding of the coupling between cortical spreading depression and headache in migraine with aura.",10524660_11,-1,-1,-1,250,-1,0.001214469,0.99878556
256,NSCLC,11,12,69,74,"BACKGROUND: Although the prevalence of nonsmall cell lung carcinoma (NSCLC) is high among elderly patients, few data are available regarding the efficacy and toxicity of chemotherapy in this group of patients.",10526274_2,-1,-1,-1,256,-1,0.00054482045,0.99945515
259,VNB,10,11,68,71,"Recent reports indicate that single agent therapy with vinorelbine (VNB) or gemcitabine (GEM) may obtain a response rate of 20-30% in elderly patients, with acceptable toxicity and improvement in symptoms and quality of life.",10526274_3,-1,-1,-1,259,-1,0.9973302,0.002669812
261,GEM,15,16,89,92,"Recent reports indicate that single agent therapy with vinorelbine (VNB) or gemcitabine (GEM) may obtain a response rate of 20-30% in elderly patients, with acceptable toxicity and improvement in symptoms and quality of life.",10526274_3,-1,-1,-1,261,-1,0.9992461,0.0007539303
264,GEM,12,13,69,72,In the current study the efficacy and toxicity of the combination of GEM and VNB in elderly patients with advanced NSCLC or those with some contraindication to receiving cisplatin were assessed.,10526274_4,-1,-1,-1,264,-1,0.99943954,0.00056042575
265,VNB,14,15,77,80,In the current study the efficacy and toxicity of the combination of GEM and VNB in elderly patients with advanced NSCLC or those with some contraindication to receiving cisplatin were assessed.,10526274_4,-1,-1,-1,265,-1,0.9978083,0.0021917748
266,NSCLC,20,21,115,120,In the current study the efficacy and toxicity of the combination of GEM and VNB in elderly patients with advanced NSCLC or those with some contraindication to receiving cisplatin were assessed.,10526274_4,-1,-1,-1,266,-1,0.0005327353,0.9994673
268,NSCLC,6,7,43,48,"METHODS: Forty-nine patients with advanced NSCLC were included, 38 of whom were age >/= 70 years and 11 were age < 70 years but who had some contraindication to receiving cisplatin.",10526274_5,-1,-1,-1,268,-1,0.000528212,0.99947184
271,VNB,4,5,27,30,"Treatment was comprised of VNB, 25 mg/m(2), plus GEM, 1000 mg/m(2), both on Days 1, 8, and 15 every 28 days.",10526274_7,-1,-1,-1,271,-1,0.9992908,0.0007091157
272,GEM,11,12,49,52,"Treatment was comprised of VNB, 25 mg/m(2), plus GEM, 1000 mg/m(2), both on Days 1, 8, and 15 every 28 days.",10526274_7,-1,-1,-1,272,-1,0.99928814,0.00071192515
280,GEM,5,6,32,35,CONCLUSIONS: The combination of GEM and VNB is moderately active and well tolerated except in patients age >/= 75 years.,10526274_18,-1,-1,-1,280,-1,0.9994412,0.0005587714
281,VNB,7,8,40,43,CONCLUSIONS: The combination of GEM and VNB is moderately active and well tolerated except in patients age >/= 75 years.,10526274_18,-1,-1,-1,281,-1,0.9992679,0.00073210034
284,NSCLC,16,17,116,121,New chemotherapy combinations with higher activity and lower toxicity are needed for elderly patients with advanced NSCLC.,10526274_21,-1,-1,-1,284,-1,0.0005426213,0.9994574
286,calcium chloride,7,9,65,81,Rapid reversal of life-threatening diltiazem-induced tetany with calcium chloride.,10533019_0,-1,-1,-1,286,-1,0.99947935,0.0005207091
289,calcium chloride,3,5,22,38,"The administration of calcium chloride rapidly resolved the patient's tetany with prompt recovery of respiratory function, averting the need for more aggressive airway management and ventilatory support.",10533019_2,-1,-1,-1,289,-1,0.99945253,0.00054741226
293,calcium chloride,18,20,136,152,The emergency physician should be aware that life-threatening tetany may accompany the administration of intravenous diltiazem and that calcium chloride may be a rapid and effective remedy.,10533019_3,-1,-1,-1,293,-1,0.99946636,0.0005336705
294,heart failure,8,10,56,69,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,-1,-1,-1,294,-1,0.0005350801,0.9994649
295,left ventricular dysfunction,21,24,154,182,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,-1,-1,-1,295,-1,0.0005556777,0.9994443
296,congestive heart failure,37,40,300,324,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,-1,-1,-1,296,-1,0.0005326845,0.9994673
297,CHF,41,42,326,329,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,-1,-1,-1,297,-1,0.0005372129,0.9994628
298,CHF,15,16,100,103,OBJECTIVE: To quantify specific clinical predictors of reduction in renal function in patients with CHF who are prescribed angiotensin-converting enzyme inhibitor therapy.,10539815_2,-1,-1,-1,298,-1,0.00053598173,0.999464
299,Left Ventricular Dysfunction,9,12,45,73,"METHOD: We analyzed data from the Studies of Left Ventricular Dysfunction (SOLVD), a randomized, double-blind, placebo-controlled trial of enalapril for the treatment of CHF.",10539815_3,-1,-1,-1,299,-1,0.0005837328,0.99941623
301,CHF,29,30,170,173,"METHOD: We analyzed data from the Studies of Left Ventricular Dysfunction (SOLVD), a randomized, double-blind, placebo-controlled trial of enalapril for the treatment of CHF.",10539815_3,-1,-1,-1,301,-1,0.0005324607,0.99946755
317,CHF,19,20,106,109,CONCLUSIONS: Enalapril use caused a 33% increase in the risk of decreased renal function in patients with CHF.,10539815_13,-1,-1,-1,317,-1,0.00052826834,0.9994717
319,CHF,14,15,88,91,"Diabetes was associated with an increased risk of renal impairment in all patients with CHF, but this risk was reduced in the enalapril group compared with the placebo group.",10539815_15,-1,-1,-1,319,-1,0.0005307086,0.99946934
322,psychotic disorder,13,15,73,91,We report a female patient with a diagnosis of a not otherwise specified psychotic disorder (DSM-IV) who developed hypomania shortly after the introduction of olanzapine treatment.,10565806_1,-1,-1,-1,322,-1,0.00052672526,0.9994733
325,NRA0160,7,8,45,52,"A selective dopamine D4 receptor antagonist, NRA0160: a preclinical neuropharmacological profile.",10579464_0,-1,-1,-1,325,-1,0.99920195,0.000798065
326,NRA0160,0,1,0,7,"NRA0160, 5 - [2- ( 4- ( 3 - fluorobenzylidene) piperidin-1-yl) ethyl] - 4 -(4-fluorophenyl) thiazole-2-carboxamide, has a high affinity for human cloned dopamine D4.2, D4.4 and D4.7 receptors, with Ki values of 0.5, 0.9 and 2.7 nM, respectively.",10579464_1,-1,-1,-1,326,-1,0.9730709,0.026929047
327,(,8,9,22,23,"NRA0160, 5 - [2- ( 4- ( 3 - fluorobenzylidene) piperidin-1-yl) ethyl] - 4 -(4-fluorophenyl) thiazole-2-carboxamide, has a high affinity for human cloned dopamine D4.2, D4.4 and D4.7 receptors, with Ki values of 0.5, 0.9 and 2.7 nM, respectively.",10579464_1,-1,-1,-1,327,-1,0.69154394,0.3084561
328,-(4-fluorophenyl,19,20,74,90,"NRA0160, 5 - [2- ( 4- ( 3 - fluorobenzylidene) piperidin-1-yl) ethyl] - 4 -(4-fluorophenyl) thiazole-2-carboxamide, has a high affinity for human cloned dopamine D4.2, D4.4 and D4.7 receptors, with Ki values of 0.5, 0.9 and 2.7 nM, respectively.",10579464_1,-1,-1,-1,328,-1,0.99664766,0.0033523764
330,NRA0160,0,1,0,7,"NRA0160 is over 20,000fold more potent at the dopamine D4.2 receptor compared with the human cloned dopamine D2L receptor.",10579464_2,-1,-1,-1,330,-1,0.99864024,0.0013597893
333,NRA0160,0,1,0,7,"NRA0160 has negligible affinity for the human cloned dopamine D3 receptor (Ki=39 nM), rat serotonin (5-HT)2A receptors (Ki=180 nM) and rat alpha1 adrenoceptor (Ki=237 nM).",10579464_3,-1,-1,-1,333,-1,0.9989851,0.0010148877
336,NRA0160,0,1,0,7,NRA0160 and clozapine antagonized locomotor hyperactivity induced by methamphetamine (MAP) in mice.,10579464_4,-1,-1,-1,336,-1,0.9994122,0.0005877858
340,NRA0160,0,1,0,7,"NRA0160 and clozapine antagonized MAP-induced stereotyped behavior in mice, although their effects did not exceed 50% inhibition, even at the highest dose given.",10579464_5,-1,-1,-1,340,-1,0.9992822,0.0007177835
