Comparison	comparison	O	O	O	O
)	)	CHEMICALS	O	OTHERS	I
phenyl-2(5H)-furanon	phenyl-2(5h)-furanon	CHEMICALS	O	OTHERS	I
)	)	O	O	O	O
COX-2	cox-2	O	O	OTHERS	I
inhibitors	inhibitors	O	O	OTHERS	I
.	.	O	O	O	O

METHODS	methods	O	O	O	O
:	:	O	O	O	O
Drugs	drugs	O	O	O	O
were	were	O	O	O	O
separately	separately	O	O	O	O
,	,	O	O	O	O
orally	orally	O	O	O	O
once	once	O	O	O	O
daily	daily	O	O	O	O
dosed	dosed	O	O	O	O
to	to	O	O	O	O
pregnant	pregnant	O	O	O	O
rats	rats	O	O	O	O
from	from	O	O	O	O
day	day	O	O	O	O
8	8	O	O	O	O
to	to	O	O	O	O
21	21	O	O	O	O
(	(	O	O	O	O
GD1=plug	gd1=plug	O	O	O	O
day	day	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

Doses	doses	O	O	O	O
were	were	O	O	O	O
set	set	O	O	O	O
at	at	O	O	O	O
0.3	0.3	O	O	O	O
,	,	O	O	O	O
3.0	3.0	O	O	O	O
and	and	O	O	O	O
30.0mg/kg	30.0mg/kg	O	O	O	O
for	for	O	O	O	O
piroxicam	piroxicam	CHEMICALS	O	OTHERS	I
and	and	O	O	O	O
0.2	0.2	O	O	O	O
,	,	O	O	O	O
2.0	2.0	O	O	O	O
and	and	O	O	O	O
20.0mg/kg	20.0mg/kg	O	O	O	O
for	for	O	O	O	O
DFU	dfu	CHEMICALS	O	OTHERS	I
.	.	O	O	O	O

Fetuses	fetuses	O	O	O	O
were	were	O	O	O	O
delivered	delivered	O	O	O	O
on	on	O	O	O	O
GD	gd	O	O	O	O
21	21	O	O	O	O
and	and	O	O	O	O
routinely	routinely	O	O	O	O
examined	examined	O	O	O	O
.	.	O	O	O	O

Comprehensive	comprehensive	O	O	O	O
clinical	clinical	O	O	O	O
and	and	O	O	O	O
developmental	developmental	O	O	O	O
measurements	measurements	O	O	O	O
were	were	O	O	O	O
done	done	O	O	O	O
.	.	O	O	O	O

The	the	O	O	O	O
pooled	pooled	O	O	O	O
statistical	statistical	O	O	O	O
analysis	analysis	O	O	O	O
for	for	O	O	O	O
ventricular	ventricular	O	O	O	O
septal	septal	O	O	O	O
(	(	O	O	O	O
VSD	vsd	O	O	OTHERS	I
)	)	O	O	O	O
and	and	O	O	O	O
midline	midline	O	O	O	O
(	(	O	O	O	O
MD	md	O	O	OTHERS	I
)	)	O	O	O	O
defects	defects	O	O	O	O
was	was	O	O	O	O
performed	performed	O	O	O	O
for	for	O	O	O	O
rat	rat	O	O	O	O
fetuses	fetuses	O	O	O	O
exposed	exposed	O	O	O	O
to	to	O	O	O	O
piroxicam	piroxicam	CHEMICALS	O	OTHERS	I
,	,	O	O	O	O
selective	selective	O	O	O	O
and	and	O	O	O	O
non-selective	non-selective	O	O	O	O
COX-2	cox-2	O	O	O	O
inhibitor	inhibitor	O	O	O	O
based	based	O	O	O	O
on	on	O	O	O	O
present	present	O	O	O	O
and	and	O	O	O	O
historic	historic	O	O	O	O
data	data	O	O	O	O
.	.	O	O	O	O

RESULTS	results	O	O	O	O
:	:	O	O	O	O
Maternal	maternal	O	O	O	O
toxicity	toxicity	O	DISEASE	OTHERS	I
,	,	O	O	O	O
intrauterine	intrauterine	O	O	OTHERS	I
growth	growth	O	O	OTHERS	I
retardation	retardation	O	O	OTHERS	I
,	,	O	O	O	O
and	and	O	O	O	O
increase	increase	O	O	OTHERS	I
of	of	O	O	OTHERS	I
external	external	O	O	OTHERS	I
and	and	O	O	OTHERS	I
skeletal	skeletal	O	O	OTHERS	I
variations	variations	O	O	OTHERS	I
were	were	O	O	O	O
found	found	O	O	O	O
in	in	O	O	O	O
rats	rats	O	O	O	O
treated	treated	O	O	O	O
with	with	O	O	O	O
the	the	O	O	O	O
highest	highest	O	O	O	O
dose	dose	O	O	O	O
of	of	O	O	O	O
piroxicam	piroxicam	CHEMICALS	O	OTHERS	I
.	.	O	O	O	O

Decrease	decrease	O	O	O	O
of	of	O	O	O	O
fetal	fetal	O	O	O	O
length	length	O	O	O	O
was	was	O	O	O	O
the	the	O	O	O	O
only	only	O	O	O	O
signs	signs	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
DFU	dfu	CHEMICALS	O	OTHERS	I
developmental	developmental	O	O	O	O
toxicity	toxicity	O	DISEASE	OTHERS	I
observed	observed	O	O	O	O
in	in	O	O	O	O
pups	pups	O	O	O	O
exposed	exposed	O	O	O	O
to	to	O	O	O	O
the	the	O	O	O	O
highest	highest	O	O	O	O
compound	compound	O	O	O	O
dose	dose	O	O	O	O
.	.	O	O	O	O

Lack	lack	O	O	O	O
of	of	O	O	O	O
teratogenicity	teratogenicity	O	O	OTHERS	I
was	was	O	O	O	O
found	found	O	O	O	O
in	in	O	O	O	O
piroxicam	piroxicam	CHEMICALS	O	OTHERS	I
and	and	O	O	O	O
DFU-exposed	dfu-exposed	O	O	O	O
groups	groups	O	O	O	O
.	.	O	O	O	O

Prenatal	prenatal	O	O	O	O
exposure	exposure	O	O	O	O
to	to	O	O	O	O
non-selective	non-selective	O	O	O	O
COX	cox	O	O	O	O
inhibitors	inhibitors	O	O	O	O
increases	increases	O	O	O	O
the	the	O	O	O	O
risk	risk	O	O	O	O
of	of	O	O	O	O
VSD	vsd	O	O	OTHERS	I
and	and	O	O	O	O
MD	md	O	O	OTHERS	I
when	when	O	O	O	O
compared	compared	O	O	O	O
to	to	O	O	O	O
historic	historic	O	O	O	O
control	control	O	O	O	O
but	but	O	O	O	O
not	not	O	O	O	O
with	with	O	O	O	O
selective	selective	O	O	O	O
COX-2	cox-2	O	O	OTHERS	I
inhibitors	inhibitors	O	O	OTHERS	I
.	.	O	O	O	O

CONCLUSION	conclusion	O	O	O	O
:	:	O	O	O	O
Both	both	O	O	O	O
selective	selective	O	O	O	O
and	and	O	O	O	O
non-selective	non-selective	O	O	O	O
COX-2	cox-2	O	O	OTHERS	I
inhibitors	inhibitors	O	O	OTHERS	I
were	were	O	O	O	O
toxic	toxic	O	O	O	O
for	for	O	O	O	O
rats	rats	O	O	O	O
fetuses	fetuses	O	O	O	O
when	when	O	O	O	O
administered	administered	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
highest	highest	O	O	O	O
dose	dose	O	O	O	O
.	.	O	O	O	O

Unlike	unlike	O	O	O	O
DFU	dfu	CHEMICALS	O	OTHERS	I
,	,	O	O	O	O
piroxicam	piroxicam	CHEMICALS	O	OTHERS	I
was	was	O	O	O	O
also	also	O	O	O	O
highly	highly	O	O	O	O
toxic	toxic	O	O	O	O
to	to	O	O	O	O
the	the	O	O	O	O
dams	dams	O	O	O	O
.	.	O	O	O	O

Prenatal	prenatal	O	O	O	O
exposure	exposure	O	O	O	O
to	to	O	O	O	O
selective	selective	O	O	O	O
COX-2	cox-2	O	O	OTHERS	I
inhibitors	inhibitors	O	O	OTHERS	I
does	does	O	O	O	O
not	not	O	O	O	O
increase	increase	O	O	O	O
the	the	O	O	O	O
risk	risk	O	O	O	O
of	of	O	O	O	O
ventricular	ventricular	O	O	O	O
septal	septal	O	O	O	O
and	and	O	O	O	O
midline	midline	O	O	OTHERS	I
defects	defects	O	O	OTHERS	I
in	in	O	O	O	O
rat	rat	O	O	O	O
when	when	O	O	O	O
compared	compared	O	O	O	O
to	to	O	O	O	O
non-selective	non-selective	O	O	O	O
drugs	drugs	O	O	O	O
and	and	O	O	O	O
historic	historic	O	O	O	O
control	control	O	O	O	O
.	.	O	O	O	O

