Absence	absence	O	O	O	O
identified	identified	O	O	O	O
those	those	O	O	O	O
with	with	O	O	O	O
positive	positive	O	O	O	O
urine	urine	O	O	O	O
toxicology	toxicology	O	O	O	O
for	for	O	O	O	O
cocaine	cocaine	CHEMICALS	O	OTHERS	I
or	or	O	O	O	O
its	its	O	O	O	O
metabolites	metabolites	O	O	O	O
.	.	O	O	O	O

Quantitative	quantitative	O	O	O	O
arterial	arterial	O	O	O	O
diameter	diameter	O	O	O	O
measurements	measurements	O	O	O	O
from	from	O	O	O	O
angiograms	angiograms	O	O	O	O
of	of	O	O	O	O
these	these	O	O	O	O
patients	patients	O	O	O	O
were	were	O	O	O	O
compared	compared	O	O	O	O
to	to	O	O	O	O
measurements	measurements	O	O	O	O
from	from	O	O	O	O
control	control	O	O	O	O
patients	patients	O	O	O	O
with	with	O	O	O	O
SAH	sah	O	O	OTHERS	I
who	who	O	O	O	O
were	were	O	O	O	O
matched	matched	O	O	O	O
for	for	O	O	O	O
factors	factors	O	O	O	O
known	known	O	O	O	O
to	to	O	O	O	O
influence	influence	O	O	O	O
arterial	arterial	O	O	O	O
diameter	diameter	O	O	O	O
.	.	O	O	O	O

Qualitative	qualitative	O	O	O	O
comparisons	comparisons	O	O	O	O
of	of	O	O	O	O
small	small	O	O	O	O
artery	artery	O	O	O	O
changes	changes	O	O	O	O
also	also	O	O	O	O
were	were	O	O	O	O
made	made	O	O	O	O
.	.	O	O	O	O

RESULTS	results	O	O	O	O
:	:	O	O	O	O
Thirteen	thirteen	O	O	O	O
patients	patients	O	O	O	O
with	with	O	O	O	O
positive	positive	O	O	O	O
cocaine	cocaine	CHEMICALS	O	OTHERS	I
toxicology	toxicology	O	O	O	O
were	were	O	O	O	O
compared	compared	O	O	O	O
to	to	O	O	O	O
26	26	O	O	O	O
controls	controls	O	O	O	O
.	.	O	O	O	O

There	there	O	O	O	O
were	were	O	O	O	O
no	no	O	O	O	O
significant	significant	O	O	O	O
differences	differences	O	O	O	O
between	between	O	O	O	O
groups	groups	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
mean	mean	O	O	O	O
diameters	diameters	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
intradural	intradural	O	O	O	O
internal	internal	O	O	O	O
carotid	carotid	O	O	O	O
,	,	O	O	O	O
sphenoidal	sphenoidal	O	O	O	O
segment	segment	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
middle	middle	O	O	O	O
cerebral	cerebral	O	O	O	O
,	,	O	O	O	O
precommunicating	precommunicating	O	O	O	O
segment	segment	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
anterior	anterior	O	O	O	O
cerebral	cerebral	O	O	O	O
,	,	O	O	O	O
or	or	O	O	O	O
basilar	basilar	O	O	O	O
arteries	arteries	O	O	O	O
(	(	O	O	O	O
p	p	O	O	OTHERS	I
greater	greater	O	O	O	O
than	than	O	O	O	O
0.05	0.05	O	O	O	O
for	for	O	O	O	O
all	all	O	O	O	O
comparisons	comparisons	O	O	O	O
,	,	O	O	O	O
unpaired	unpaired	O	O	O	O
t-tests	t-tests	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

There	there	O	O	O	O
also	also	O	O	O	O
were	were	O	O	O	O
no	no	O	O	O	O
significant	significant	O	O	O	O
differences	differences	O	O	O	O
between	between	O	O	O	O
groups	groups	O	O	O	O
when	when	O	O	O	O
expressing	expressing	O	O	O	O
diameters	diameters	O	O	O	O
as	as	O	O	O	O
the	the	O	O	O	O
sum	sum	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
precommunicating	precommunicating	O	O	O	O
segment	segment	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
anterior	anterior	O	O	O	O
cerebral	cerebral	O	O	O	O
+	+	O	O	O	O
sphenoidal	sphenoidal	O	O	O	O
segment	segment	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
middle	middle	O	O	O	O
cerebral	cerebral	O	O	O	O
+	+	O	O	O	O
supraclinoid	supraclinoid	O	O	O	O
internal	internal	O	O	O	O
carotid	carotid	O	O	O	O
artery	artery	O	O	O	O
+	+	O	O	O	O
basilar	basilar	O	O	O	O
artery	artery	O	O	O	O
divided	divided	O	O	O	O
by	by	O	O	O	O
the	the	O	O	O	O
diameter	diameter	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
petrous	petrous	O	O	O	O
internal	internal	O	O	O	O
carotid	carotid	O	O	O	O
artery	artery	O	O	O	O
(	(	O	O	O	O
p	p	O	O	OTHERS	I
greater	greater	O	O	O	O
than	than	O	O	O	O
0.05	0.05	O	O	O	O
,	,	O	O	O	O
unpaired	unpaired	O	O	O	O
t-tests	t-tests	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

Qualitative	qualitative	O	O	O	O
assessments	assessments	O	O	O	O
showed	showed	O	O	O	O
two	two	O	O	O	O
arterial	arterial	O	O	O	O
irregularities	irregularities	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
distal	distal	O	O	O	O
vasculature	vasculature	O	O	O	O
in	in	O	O	O	O
each	each	O	O	O	O
group	group	O	O	O	O
.	.	O	O	O	O

CONCLUSION	conclusion	O	O	O	O
:	:	O	O	O	O
No	no	O	O	O	O
quantitative	quantitative	O	O	O	O
evidence	evidence	O	O	O	O
for	for	O	O	O	O
narrowing	narrowing	O	O	O	O
of	of	O	O	O	O
large	large	O	O	O	O
cerebral	cerebral	O	O	O	O
arteries	arteries	O	O	O	O
or	or	O	O	O	O
qualitative	qualitative	O	O	O	O
angiographic	angiographic	O	O	O	O
evidence	evidence	O	O	O	O
for	for	O	O	O	O
distal	distal	O	O	O	O
narrowing	narrowing	O	O	O	O
or	or	O	O	O	O
vasculitis	vasculitis	O	DISEASE	OTHERS	I
could	could	O	O	O	O
be	be	O	O	O	O
found	found	O	O	O	O
in	in	O	O	O	O
patients	patients	O	O	O	O
who	who	O	O	O	O
underwent	underwent	O	O	O	O
angiography	angiography	O	O	O	O
after	after	O	O	O	O
aneurysmal	aneurysmal	O	O	OTHERS	I
SAH	sah	O	O	OTHERS	I
associated	associated	O	O	O	O
with	with	O	O	O	O
cocaine	cocaine	CHEMICALS	O	OTHERS	I
use	use	O	O	O	O
.	.	O	O	O	O

