Comparison	comparison	O	O	O	O
GD	gd	O	O	O	O
)	)	O	O	O	O
9	9	O	O	O	O
,	,	O	O	O	O
10	10	O	O	O	O
,	,	O	O	O	O
or	or	O	O	O	O
11	11	O	O	O	O
(	(	O	O	O	O
Kimmel	kimmel	O	O	O	O
CA	ca	CHEMICALS	O	OTHERS	I
,	,	O	O	O	O
Wilson	wilson	O	O	O	O
JG	jg	O	O	O	O
,	,	O	O	O	O
Schumacher	schumacher	O	O	O	O
HJ	hj	O	O	O	O
.	.	O	O	O	O

Teratology	teratology	O	O	O	O
4:15	4:15	O	O	O	O
-	-	O	O	O	O
24	24	O	O	O	O
,	,	O	O	O	O
1971	1971	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

There	there	O	O	O	O
are	are	O	O	O	O
no	no	O	O	O	O
published	published	O	O	O	O
ASA	asa	CHEMICALS	O	OTHERS	I
studies	studies	O	O	O	O
using	using	O	O	O	O
the	the	O	O	O	O
multiple	multiple	O	O	O	O
dosing	dosing	O	O	O	O
paradigm	paradigm	O	O	O	O
of	of	O	O	O	O
GDs	gds	O	O	O	O
6	6	O	O	O	O
to	to	O	O	O	O
17	17	O	O	O	O
.	.	O	O	O	O

Objectives	objectives	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
current	current	O	O	O	O
study	study	O	O	O	O
were	were	O	O	O	O
to	to	O	O	O	O
compare	compare	O	O	O	O
results	results	O	O	O	O
between	between	O	O	O	O
Sprague-Dawley	sprague-dawley	O	O	O	O
(	(	O	O	O	O
SD	sd	O	O	OTHERS	I
)	)	O	O	O	O
and	and	O	O	O	O
Wistar	wistar	O	O	O	O
strains	strains	O	O	O	O
when	when	O	O	O	O
ASA	asa	CHEMICALS	O	OTHERS	I
is	is	O	O	O	O
administered	administered	O	O	O	O
on	on	O	O	O	O
GD	gd	O	O	O	O
9	9	O	O	O	O
,	,	O	O	O	O
10	10	O	O	O	O
,	,	O	O	O	O
or	or	O	O	O	O
11	11	O	O	O	O
;	;	O	O	O	O
to	to	O	O	O	O
compare	compare	O	O	O	O
the	the	O	O	O	O
malformation	malformation	O	O	O	O
patterns	patterns	O	O	O	O
following	following	O	O	O	O
single	single	O	O	O	O
and	and	O	O	O	O
multiple	multiple	O	O	O	O
dosings	dosings	O	O	O	O
during	during	O	O	O	O
organogenesis	organogenesis	O	O	O	O
in	in	O	O	O	O
SD	sd	O	O	OTHERS	I
rats	rats	O	O	O	O
;	;	O	O	O	O
and	and	O	O	O	O
to	to	O	O	O	O
test	test	O	O	O	O
the	the	O	O	O	O
hypothesis	hypothesis	O	O	O	O
that	that	O	O	O	O
maternal	maternal	O	O	O	O
gastrointestinal	gastrointestinal	O	O	OTHERS	I
toxicity	toxicity	O	DISEASE	OTHERS	I
confounds	confounds	O	O	O	O
the	the	O	O	O	O
detection	detection	O	O	O	O
of	of	O	O	O	O
low	low	O	O	O	O
incidence	incidence	O	O	O	O
malformations	malformations	O	O	OTHERS	I
with	with	O	O	O	O
ASA	asa	CHEMICALS	O	OTHERS	I
when	when	O	O	O	O
a	a	O	O	O	O
multiple	multiple	O	O	O	O
dosing	dosing	O	O	O	O
paradigm	paradigm	O	O	O	O
is	is	O	O	O	O
used	used	O	O	O	O
.	.	O	O	O	O

METHODS	methods	O	O	O	O
:	:	O	O	O	O
ASA	asa	CHEMICALS	O	OTHERS	I
was	was	O	O	O	O
administered	administered	O	O	O	O
as	as	O	O	O	O
a	a	O	O	O	O
single	single	O	O	O	O
dose	dose	O	O	O	O
on	on	O	O	O	O
GD	gd	O	O	O	O
9	9	O	O	O	O
(	(	O	O	O	O
0	0	O	O	O	O
,	,	O	O	O	O
250	250	O	O	O	O
,	,	O	O	O	O
500	500	O	O	O	O
,	,	O	O	O	O
or	or	O	O	O	O
625	625	O	O	O	O
mg/kg	mg/kg	O	O	O	O
)	)	O	O	O	O
,	,	O	O	O	O
10	10	O	O	O	O
(	(	O	O	O	O
0	0	O	O	O	O
,	,	O	O	O	O
500	500	O	O	O	O
,	,	O	O	O	O
625	625	O	O	O	O
,	,	O	O	O	O
or	or	O	O	O	O
750	750	O	O	O	O
mg/kg	mg/kg	O	O	O	O
)	)	O	O	O	O
,	,	O	O	O	O
or	or	O	O	O	O
11	11	O	O	O	O
(	(	O	O	O	O
0	0	O	O	O	O
,	,	O	O	O	O
500	500	O	O	O	O
,	,	O	O	O	O
750	750	O	O	O	O
,	,	O	O	O	O
or	or	O	O	O	O
1000	1000	O	O	O	O
mg/kg	mg/kg	O	O	O	O
)	)	O	O	O	O
and	and	O	O	O	O
from	from	O	O	O	O
GD	gd	O	O	O	O
6	6	O	O	O	O
to	to	O	O	O	O
GD	gd	O	O	O	O
17	17	O	O	O	O
(	(	O	O	O	O
0	0	O	O	O	O
,	,	O	O	O	O
50	50	O	O	O	O
,	,	O	O	O	O
125	125	O	O	O	O
,	,	O	O	O	O
or	or	O	O	O	O
250	250	O	O	O	O
mg/kg	mg/kg	O	O	O	O
a	a	O	O	O	O
day	day	O	O	O	O
)	)	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
multiple	multiple	O	O	O	O
dose	dose	O	O	O	O
study	study	O	O	O	O
to	to	O	O	O	O
SD	sd	O	O	OTHERS	I
rats	rats	O	O	O	O
.	.	O	O	O	O

Animals	animals	O	O	O	O
were	were	O	O	O	O
killed	killed	O	O	O	O
on	on	O	O	O	O
GD	gd	O	O	O	O
21	21	O	O	O	O
,	,	O	O	O	O
and	and	O	O	O	O
fetuses	fetuses	O	O	O	O
were	were	O	O	O	O
examined	examined	O	O	O	O
viscerally	viscerally	O	O	O	O
.	.	O	O	O	O

RESULTS	results	O	O	O	O
:	:	O	O	O	O
The	the	O	O	O	O
literature	literature	O	O	O	O
evaluation	evaluation	O	O	O	O
suggested	suggested	O	O	O	O
that	that	O	O	O	O
NSAIDs	nsaids	O	O	OTHERS	I
induce	induce	O	O	O	O
ventricular	ventricular	O	O	OTHERS	I
septal	septal	O	O	OTHERS	I
defects	defects	O	O	OTHERS	I
(	(	O	O	O	O
VSDs	vsds	O	O	OTHERS	I
)	)	O	O	O	O
and	and	O	O	O	O
midline	midline	O	O	OTHERS	I
defects	defects	O	O	OTHERS	I
(	(	O	O	O	O
MDs	mds	O	O	OTHERS	I
)	)	O	O	O	O
in	in	O	O	O	O
rats	rats	O	O	O	O
and	and	O	O	O	O
diaphragmatic	diaphragmatic	O	O	OTHERS	I
hernia	hernia	O	O	OTHERS	I
(	(	O	O	O	O
DH	dh	O	O	OTHERS	I
)	)	O	O	O	O
,	,	O	O	O	O
MDs	mds	O	O	OTHERS	I
,	,	O	O	O	O
and	and	O	O	O	O
VSDs	vsds	O	O	OTHERS	I
in	in	O	O	O	O
rabbits	rabbits	O	O	O	O
(	(	O	O	O	O
Cook	cook	O	O	O	O
JC	jc	O	O	O	O
et	et	O	O	O	O
al.	al.	O	O	O	O
,	,	O	O	O	O
2003	2003	O	O	O	O
)	)	O	O	O	O
;	;	O	O	O	O
hence	hence	O	O	O	O
,	,	O	O	O	O
the	the	O	O	O	O
present	present	O	O	O	O
study	study	O	O	O	O
focused	focused	O	O	O	O
on	on	O	O	O	O
these	these	O	O	O	O
malformations	malformations	O	O	OTHERS	I
,	,	O	O	O	O
even	even	O	O	O	O
though	though	O	O	O	O
ASA	asa	CHEMICALS	O	OTHERS	I
induces	induces	O	O	O	O
several	several	O	O	O	O
other	other	O	O	O	O
low-incidence	low-incidence	O	O	O	O
malformations	malformations	O	O	OTHERS	I
.	.	O	O	O	O

In	in	O	O	O	O
single	single	O	O	O	O
dose	dose	O	O	O	O
studies	studies	O	O	O	O
,	,	O	O	O	O
DH	dh	O	O	OTHERS	I
,	,	O	O	O	O
MD	md	O	O	OTHERS	I
,	,	O	O	O	O
and	and	O	O	O	O
VSD	vsd	O	O	OTHERS	I
were	were	O	O	O	O
induced	induced	O	O	O	O
on	on	O	O	O	O
GDs	gds	O	O	O	O
9	9	O	O	O	O
and	and	O	O	O	O
10	10	O	O	O	O
.	.	O	O	O	O

VSD	vsd	O	O	OTHERS	I
also	also	O	O	O	O
was	was	O	O	O	O
noted	noted	O	O	O	O
following	following	O	O	O	O
treatment	treatment	O	O	O	O
on	on	O	O	O	O
GD	gd	O	O	O	O
11	11	O	O	O	O
.	.	O	O	O	O

In	in	O	O	O	O
contrast	contrast	O	O	OTHERS	I
,	,	O	O	O	O
DH	dh	O	O	OTHERS	I
and	and	O	O	O	O
MD	md	O	O	OTHERS	I
were	were	O	O	O	O
noted	noted	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
multiple	multiple	O	O	O	O
dose	dose	O	O	O	O
study	study	O	O	O	O
design	design	O	O	O	O
only	only	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
high-dose	high-dose	O	O	O	O
group	group	O	O	O	O
,	,	O	O	O	O
and	and	O	O	O	O
VSD	vsd	O	O	OTHERS	I
was	was	O	O	O	O
noted	noted	O	O	O	O
across	across	O	O	O	O
all	all	O	O	O	O
dose	dose	O	O	O	O
groups	groups	O	O	O	O
.	.	O	O	O	O

CONCLUSIONS	conclusions	O	O	O	O
:	:	O	O	O	O
High	high	O	O	O	O
concordance	concordance	O	O	O	O
in	in	O	O	O	O
major	major	O	O	O	O
developmental	developmental	O	O	OTHERS	I
anomalies	anomalies	O	O	OTHERS	I
between	between	O	O	O	O
Wistar	wistar	O	O	O	O
and	and	O	O	O	O
SD	sd	O	O	OTHERS	I
rats	rats	O	O	O	O
were	were	O	O	O	O
noted	noted	O	O	O	O
with	with	O	O	O	O
the	the	O	O	O	O
exception	exception	O	O	O	O
of	of	O	O	O	O
VSD	vsd	O	O	OTHERS	I
in	in	O	O	O	O
the	the	O	O	O	O
SD	sd	O	O	OTHERS	I
rats	rats	O	O	O	O
and	and	O	O	O	O
hydrocephalus	hydrocephalus	O	O	OTHERS	I
in	in	O	O	O	O
the	the	O	O	O	O
Wistar	wistar	O	O	O	O
rats	rats	O	O	O	O
.	.	O	O	O	O

Variations	variations	O	O	O	O
and	and	O	O	O	O
malformations	malformations	O	O	OTHERS	I
were	were	O	O	O	O
similar	similar	O	O	O	O
when	when	O	O	O	O
ASA	asa	CHEMICALS	O	OTHERS	I
was	was	O	O	O	O
administered	administered	O	O	O	O
as	as	O	O	O	O
a	a	O	O	O	O
single	single	O	O	O	O
dose	dose	O	O	O	O
or	or	O	O	O	O
during	during	O	O	O	O
the	the	O	O	O	O
period	period	O	O	O	O
of	of	O	O	O	O
organogenesis	organogenesis	O	O	O	O
(	(	O	O	O	O
GDs	gds	O	O	O	O
6	6	O	O	O	O
to	to	O	O	O	O
17	17	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

It	it	O	O	O	O
was	was	O	O	O	O
also	also	O	O	O	O
evident	evident	O	O	O	O
that	that	O	O	O	O
,	,	O	O	O	O
by	by	O	O	O	O
titrating	titrating	O	O	O	O
the	the	O	O	O	O
dose	dose	O	O	O	O
to	to	O	O	O	O
achieve	achieve	O	O	O	O
a	a	O	O	O	O
maximum	maximum	O	O	O	O
tolerated	tolerated	O	O	O	O
dose	dose	O	O	O	O
,	,	O	O	O	O
malformations	malformations	O	O	OTHERS	I
that	that	O	O	O	O
normally	normally	O	O	O	O
occur	occur	O	O	O	O
at	at	O	O	O	O
low	low	O	O	O	O
incidence	incidence	O	O	O	O
,	,	O	O	O	O
as	as	O	O	O	O
reported	reported	O	O	O	O
from	from	O	O	O	O
previous	previous	O	O	O	O
single	single	O	O	O	O
dose	dose	O	O	O	O
studies	studies	O	O	O	O
,	,	O	O	O	O
could	could	O	O	O	O
also	also	O	O	O	O
be	be	O	O	O	O
induced	induced	O	O	O	O
with	with	O	O	O	O
ASA	asa	CHEMICALS	O	OTHERS	I
given	given	O	O	O	O
at	at	O	O	O	O
multiple	multiple	O	O	O	O
doses	doses	O	O	O	O
.	.	O	O	O	O

