Effects	effects	O	O	O	O
reduction	reduction	O	O	OTHERS	I
of	of	O	O	OTHERS	I
food	food	O	O	OTHERS	I
intake	intake	O	O	OTHERS	I
in	in	O	O	O	O
the	the	O	O	O	O
steroid-treated	steroid-treated	O	O	O	O
groups	groups	O	O	O	O
(	(	O	O	O	O
-50	-50	O	O	O	O
and	and	O	O	O	O
-79	-79	O	O	O	O
%	%	O	O	O	O
in	in	O	O	O	O
M	m	O	O	O	O
and	and	O	O	O	O
T	t	O	O	O	O
,	,	O	O	O	O
respectively	respectively	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

This	this	O	O	O	O
was	was	O	O	O	O
associated	associated	O	O	O	O
with	with	O	O	O	O
a	a	O	O	O	O
similar	similar	O	O	O	O
loss	loss	O	O	OTHERS	I
in	in	O	O	OTHERS	I
body	body	O	DISEASE	OTHERS	I
weight	weight	O	DISEASE	OTHERS	I
.	.	O	O	O	O

In	in	O	O	O	O
the	the	O	O	O	O
45	45	O	O	O	O
remaining	remaining	O	O	O	O
animals	animals	O	O	O	O
,	,	O	O	O	O
diaphragm	diaphragm	O	O	O	O
contractility	contractility	O	O	O	O
and	and	O	O	O	O
histopathologic	histopathologic	O	O	O	O
features	features	O	O	O	O
of	of	O	O	O	O
several	several	O	O	O	O
muscles	muscles	O	O	O	O
were	were	O	O	O	O
studied	studied	O	O	O	O
.	.	O	O	O	O

Weights	weights	O	O	O	O
of	of	O	O	O	O
respiratory	respiratory	O	O	O	O
and	and	O	O	O	O
peripheral	peripheral	O	O	O	O
muscles	muscles	O	O	O	O
were	were	O	O	O	O
similarly	similarly	O	O	O	O
decreased	decreased	O	O	O	O
after	after	O	O	O	O
steroid	steroid	CHEMICALS	O	OTHERS	I
treatment	treatment	O	O	O	O
.	.	O	O	O	O

Maximal	maximal	O	O	O	O
twitches	twitches	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
diaphragm	diaphragm	O	O	O	O
were	were	O	O	O	O
lower	lower	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
C	c	O	O	OTHERS	I
group	group	O	O	O	O
(	(	O	O	O	O
653	653	O	O	O	O
+	+	O	O	O	O
/-	/-	O	O	O	O
174	174	O	O	O	O
g/cm(2	g/cm(2	O	O	O	O
)	)	O	O	O	O
)	)	O	O	O	O
than	than	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
M	m	O	O	O	O
group	group	O	O	O	O
(	(	O	O	O	O
837	837	O	O	O	O
+	+	O	O	O	O
/-	/-	O	O	O	O
171	171	O	O	O	O
g/cm(2	g/cm(2	O	O	O	O
)	)	O	O	O	O
;	;	O	O	O	O
p	p	O	O	OTHERS	I
<	<	O	O	O	O
0.05	0.05	O	O	O	O
)	)	O	O	O	O
and	and	O	O	O	O
the	the	O	O	O	O
T	t	O	O	O	O
group	group	O	O	O	O
(	(	O	O	O	O
765	765	O	O	O	O
+	+	O	O	O	O
/-	/-	O	O	O	O
145	145	O	O	O	O
g/cm(2	g/cm(2	O	O	O	O
)	)	O	O	O	O
,	,	O	O	O	O
NS	ns	O	O	OTHERS	I
)	)	O	O	O	O
.	.	O	O	O	O

Half-relaxation	half-relaxation	O	O	O	O
time	time	O	O	O	O
was	was	O	O	O	O
prolonged	prolonged	O	O	O	O
in	in	O	O	O	O
both	both	O	O	O	O
steroid	steroid	CHEMICALS	O	OTHERS	I
groups	groups	O	O	O	O
,	,	O	O	O	O
and	and	O	O	O	O
time	time	O	O	O	O
to	to	O	O	O	O
peak	peak	O	O	O	O
tension	tension	O	O	O	O
was	was	O	O	O	O
longer	longer	O	O	O	O
with	with	O	O	O	O
M	m	O	O	O	O
,	,	O	O	O	O
whereas	whereas	O	O	O	O
tetanic	tetanic	O	O	OTHERS	I
tensions	tensions	O	O	O	O
were	were	O	O	O	O
similar	similar	O	O	O	O
.	.	O	O	O	O

Steroid	steroid	CHEMICALS	O	OTHERS	I
treatment	treatment	O	O	O	O
also	also	O	O	O	O
induced	induced	O	O	O	O
a	a	O	O	O	O
leftward	leftward	O	O	O	O
shift	shift	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
force-frequency	force-frequency	O	O	O	O
curve	curve	O	O	O	O
at	at	O	O	O	O
25	25	O	O	O	O
and	and	O	O	O	O
50	50	O	O	O	O
Hz	hz	O	O	O	O
when	when	O	O	O	O
compared	compared	O	O	O	O
with	with	O	O	O	O
saline	saline	O	O	O	O
treatment	treatment	O	O	O	O
(	(	O	O	O	O
p	p	O	O	OTHERS	I
<	<	O	O	O	O
0.05	0.05	O	O	O	O
)	)	O	O	O	O
.	.	O	O	O	O

ATPase	atpase	O	O	O	O
staining	staining	O	O	O	O
of	of	O	O	O	O
the	the	O	O	O	O
diaphragm	diaphragm	O	O	O	O
,	,	O	O	O	O
scalenus	scalenus	O	O	O	O
medius	medius	O	O	O	O
,	,	O	O	O	O
and	and	O	O	O	O
gastrocnemius	gastrocnemius	O	O	O	O
showed	showed	O	O	O	O
type	type	O	O	O	O
IIb	iib	O	O	O	O
fiber	fiber	O	O	O	O
atrophy	atrophy	O	DISEASE	OTHERS	I
in	in	O	O	O	O
the	the	O	O	O	O
steroid	steroid	CHEMICALS	O	OTHERS	I
groups	groups	O	O	O	O
and	and	O	O	O	O
also	also	O	O	O	O
diaphragmatic	diaphragmatic	O	O	O	O
type	type	O	O	O	O
IIa	iia	O	O	O	O
atrophy	atrophy	O	DISEASE	OTHERS	I
with	with	O	O	O	O
T	t	O	O	O	O
,	,	O	O	O	O
whereas	whereas	O	O	O	O
histologic	histologic	O	O	O	O
examinations	examinations	O	O	O	O
revealed	revealed	O	O	O	O
a	a	O	O	O	O
normal	normal	O	O	O	O
muscular	muscular	O	O	O	O
pattern	pattern	O	O	O	O
with	with	O	O	O	O
absence	absence	O	O	O	O
of	of	O	O	O	O
necrosis	necrosis	O	DISEASE	OTHERS	I
.	.	O	O	O	O

Finally	finally	O	O	O	O
,	,	O	O	O	O
a	a	O	O	O	O
pair-fed	pair-fed	O	O	O	O
(	(	O	O	O	O
PF	pf	O	O	O	O
)	)	O	O	O	O
study	study	O	O	O	O
,	,	O	O	O	O
performed	performed	O	O	O	O
in	in	O	O	O	O
18	18	O	O	O	O
rats	rats	O	O	O	O
(	(	O	O	O	O
C	c	O	O	OTHERS	I
,	,	O	O	O	O
T	t	O	O	O	O
,	,	O	O	O	O
and	and	O	O	O	O
PF	pf	O	O	O	O
)	)	O	O	O	O
,	,	O	O	O	O
showed	showed	O	O	O	O
that	that	O	O	O	O
muscle	muscle	O	DISEASE	OTHERS	I
atrophy	atrophy	O	DISEASE	OTHERS	I
was	was	O	O	O	O
considerably	considerably	O	O	O	O
less	less	O	O	O	O
pronounced	pronounced	O	O	O	O
in	in	O	O	O	O
PF	pf	O	O	O	O
animals	animals	O	O	O	O
than	than	O	O	O	O
in	in	O	O	O	O
T-treated	t-treated	O	O	O	O
animals	animals	O	O	O	O
.	.	O	O	O	O

We	we	O	O	O	O
conclude	conclude	O	O	O	O
that	that	O	O	O	O
(	(	O	O	O	O
1	1	O	O	O	O
)	)	O	O	O	O
short-term	short-term	O	O	O	O
treatment	treatment	O	O	O	O
with	with	O	O	O	O
massive	massive	O	O	O	O
doses	doses	O	O	O	O
of	of	O	O	O	O
steroids	steroids	CHEMICALS	O	OTHERS	I
induced	induced	O	O	O	O
severe	severe	O	O	O	O
respiratory	respiratory	O	O	O	O
and	and	O	O	O	O
limb	limb	O	O	O	O
muscle	muscle	O	O	O	O
wasting	wasting	O	O	O	O
;	;	O	O	O	O
(	(	O	O	O	O
2	2	O	O	O	O
)	)	O	O	O	O
both	both	O	O	O	O
types	types	O	O	O	O
of	of	O	O	O	O
steroids	steroids	CHEMICALS	O	OTHERS	I
induced	induced	O	O	O	O
predominantly	predominantly	O	O	O	O
type	type	O	O	O	O
IIb	iib	O	O	O	O
atrophy	atrophy	O	DISEASE	OTHERS	I
,	,	O	O	O	O
resulting	resulting	O	O	O	O
in	in	O	O	O	O
the	the	O	O	O	O
expected	expected	O	O	O	O
alterations	alterations	O	O	O	O
in	in	O	O	O	O
diaphragm	diaphragm	O	O	O	O
contractile	contractile	O	O	O	O
properties	properties	O	O	O	O
;	;	O	O	O	O
(	(	O	O	O	O
3	3	O	O	O	O
)	)	O	O	O	O
neither	neither	O	O	O	O
steroid	steroid	CHEMICALS	O	OTHERS	I
caused	caused	O	O	O	O
muscle	muscle	O	O	O	O
necrosis	necrosis	O	DISEASE	OTHERS	I
;	;	O	O	O	O
(	(	O	O	O	O
4	4	O	O	O	O
)	)	O	O	O	O
type	type	O	O	O	O
IIb	iib	O	O	O	O
atrophy	atrophy	O	DISEASE	OTHERS	I
was	was	O	O	O	O
not	not	O	O	O	O
caused	caused	O	O	O	O
by	by	O	O	O	O
acute	acute	O	O	O	O
nutritional	nutritional	O	O	O	O
deprivation	deprivation	O	O	O	O
alone	alone	O	O	O	O
.	.	O	O	O	O

