Pharmacological	pharmacological	O	O	O	O
(	(	O	O	O	O
200	200	O	O	O	O
,	,	O	O	O	O
400	400	O	O	O	O
mg/kg	mg/kg	O	O	O	O
,	,	O	O	O	O
p.o	p.o	O	O	O	O
.	.	O	O	O	O
)	)	O	O	O	O
reduced	reduced	O	O	O	O
significantly	significantly	O	O	O	O
the	the	O	O	O	O
brain	brain	O	O	O	O
acetylcholinesterase	acetylcholinesterase	O	O	O	O
activity	activity	O	O	O	O
and	and	O	O	O	O
cholesterol	cholesterol	CHEMICALS	O	OTHERS	I
levels	levels	O	O	O	O
in	in	O	O	O	O
young	young	O	O	O	O
and	and	O	O	O	O
aged	aged	O	O	O	O
mice	mice	O	O	O	O
.	.	O	O	O	O

The	the	O	O	O	O
extent	extent	O	O	O	O
of	of	O	O	O	O
inhibition	inhibition	O	O	O	O
of	of	O	O	O	O
brain	brain	O	O	O	O
cholinesterase	cholinesterase	O	O	O	O
activity	activity	O	O	O	O
evoked	evoked	O	O	O	O
by	by	O	O	O	O
DCE	dce	CHEMICALS	O	OTHERS	I
at	at	O	O	O	O
the	the	O	O	O	O
dose	dose	O	O	O	O
of	of	O	O	O	O
400	400	O	O	O	O
mg/kg	mg/kg	O	O	O	O
was	was	O	O	O	O
22	22	O	O	O	O
%	%	O	O	O	O
in	in	O	O	O	O
young	young	O	O	O	O
and	and	O	O	O	O
19	19	O	O	O	O
%	%	O	O	O	O
in	in	O	O	O	O
aged	aged	O	O	O	O
mice	mice	O	O	O	O
.	.	O	O	O	O

There	there	O	O	O	O
was	was	O	O	O	O
a	a	O	O	O	O
remarkable	remarkable	O	O	O	O
reduction	reduction	O	O	O	O
in	in	O	O	O	O
total	total	O	O	O	O
cholesterol	cholesterol	CHEMICALS	O	OTHERS	I
level	level	O	O	O	O
as	as	O	O	O	O
well	well	O	O	O	O
,	,	O	O	O	O
to	to	O	O	O	O
the	the	O	O	O	O
extent	extent	O	O	O	O
of	of	O	O	O	O
23	23	O	O	O	O
%	%	O	O	O	O
in	in	O	O	O	O
young	young	O	O	O	O
and	and	O	O	O	O
21	21	O	O	O	O
%	%	O	O	O	O
in	in	O	O	O	O
aged	aged	O	O	O	O
animals	animals	O	O	O	O
with	with	O	O	O	O
this	this	O	O	O	O
dose	dose	O	O	O	O
of	of	O	O	O	O
DCE	dce	CHEMICALS	O	OTHERS	I
.	.	O	O	O	O

Therefore	therefore	O	O	O	O
,	,	O	O	O	O
DCE	dce	CHEMICALS	O	OTHERS	I
may	may	O	O	O	O
prove	prove	O	O	O	O
to	to	O	O	O	O
be	be	O	O	O	O
a	a	O	O	O	O
useful	useful	O	O	O	O
remedy	remedy	O	O	O	O
for	for	O	O	O	O
the	the	O	O	O	O
management	management	O	O	O	O
of	of	O	O	O	O
cognitive	cognitive	O	DISEASE	OTHERS	I
dysfunctions	dysfunctions	O	DISEASE	OTHERS	I
on	on	O	O	O	O
account	account	O	O	O	O
of	of	O	O	O	O
its	its	O	O	O	O
multifarious	multifarious	O	O	O	O
beneficial	beneficial	O	O	O	O
effects	effects	O	O	O	O
such	such	O	O	O	O
as	as	O	O	O	O
,	,	O	O	O	O
memory	memory	O	O	O	O
improving	improving	O	O	O	O
property	property	O	O	O	O
,	,	O	O	O	O
cholesterol	cholesterol	CHEMICALS	O	OTHERS	I
lowering	lowering	O	O	O	O
property	property	O	O	O	O
and	and	O	O	O	O
anticholinesterase	anticholinesterase	O	O	O	O
activity	activity	O	O	O	O
.	.	O	O	O	O

