Comparison	comparison	O	O
pregnant	pregnant	O	O
rats	rats	O	O
from	from	O	O
day	day	O	O
8	8	O	O
to	to	O	O
21	21	O	O
(	(	O	O
GD1=plug	gd1=plug	O	O
day	day	O	O
)	)	O	O
.	.	O	O

Doses	doses	O	O
were	were	O	O
set	set	O	O
at	at	O	O
0.3	0.3	O	O
,	,	O	O
3.0	3.0	O	O
and	and	O	O
30.0mg/kg	30.0mg/kg	O	O
for	for	O	O
piroxicam	piroxicam	O	O
and	and	O	O
0.2	0.2	O	O
,	,	O	O
2.0	2.0	O	O
and	and	O	O
20.0mg/kg	20.0mg/kg	O	O
for	for	O	O
DFU	dfu	O	O
.	.	O	O

Fetuses	fetuses	O	O
were	were	O	O
delivered	delivered	O	O
on	on	O	O
GD	gd	O	O
21	21	O	O
and	and	O	O
routinely	routinely	O	O
examined	examined	O	O
.	.	O	O

Comprehensive	comprehensive	O	O
clinical	clinical	O	O
and	and	O	O
developmental	developmental	O	O
measurements	measurements	O	O
were	were	O	O
done	done	O	O
.	.	O	O

The	the	O	O
pooled	pooled	O	O
statistical	statistical	O	O
analysis	analysis	O	O
for	for	O	O
ventricular	ventricular	O	B_disease
septal	septal	O	I_disease
(	(	O	O
VSD	vsd	O	O
)	)	O	O
and	and	O	O
midline	midline	O	O
(	(	O	O
MD	md	O	O
)	)	O	O
defects	defects	O	O
was	was	O	O
performed	performed	O	O
for	for	O	O
rat	rat	O	O
fetuses	fetuses	O	O
exposed	exposed	O	O
to	to	O	O
piroxicam	piroxicam	O	O
,	,	O	O
selective	selective	O	O
and	and	O	O
non-selective	non-selective	O	O
COX-2	cox-2	B_chemicals	O
inhibitor	inhibitor	I_chemicals	O
based	based	O	O
on	on	O	O
present	present	O	O
and	and	O	O
historic	historic	O	O
data	data	O	O
.	.	O	O

RESULTS	results	O	O
:	:	O	O
Maternal	maternal	O	O
toxicity	toxicity	O	O
,	,	O	O
intrauterine	intrauterine	O	B_disease
growth	growth	O	B_disease
retardation	retardation	O	I_disease
,	,	O	O
and	and	O	O
increase	increase	O	O
of	of	O	O
external	external	O	O
and	and	O	O
skeletal	skeletal	O	O
variations	variations	O	O
were	were	O	O
found	found	O	O
in	in	O	O
rats	rats	O	O
treated	treated	O	O
with	with	O	O
the	the	O	O
highest	highest	O	O
dose	dose	O	O
of	of	O	O
piroxicam	piroxicam	O	O
.	.	O	O

Decrease	decrease	O	O
of	of	O	O
fetal	fetal	O	O
length	length	O	O
was	was	O	O
the	the	O	O
only	only	O	O
signs	signs	O	O
of	of	O	O
the	the	O	O
DFU	dfu	O	O
developmental	developmental	O	O
toxicity	toxicity	O	O
observed	observed	O	O
in	in	O	O
pups	pups	O	O
exposed	exposed	O	O
to	to	O	O
the	the	O	O
highest	highest	O	O
compound	compound	O	O
dose	dose	O	O
.	.	O	O

Lack	lack	O	O
of	of	O	O
teratogenicity	teratogenicity	O	O
was	was	O	O
found	found	O	O
in	in	O	O
piroxicam	piroxicam	O	O
and	and	O	O
DFU-exposed	dfu-exposed	O	O
groups	groups	O	O
.	.	O	O

Prenatal	prenatal	O	B_disease
exposure	exposure	O	I_disease
to	to	O	O
non-selective	non-selective	O	O
COX	cox	O	O
inhibitors	inhibitors	O	O
increases	increases	O	O
the	the	O	O
risk	risk	O	O
of	of	O	O
VSD	vsd	O	O
and	and	O	O
MD	md	O	O
when	when	O	O
compared	compared	O	O
to	to	O	O
historic	historic	O	O
control	control	O	O
but	but	O	O
not	not	O	O
with	with	O	O
selective	selective	O	O
COX-2	cox-2	B_chemicals	O
inhibitors	inhibitors	I_chemicals	O
.	.	O	O

CONCLUSION	conclusion	O	O
:	:	O	O
Both	both	O	O
selective	selective	O	O
and	and	O	O
non-selective	non-selective	O	O
COX-2	cox-2	B_chemicals	O
inhibitors	inhibitors	I_chemicals	O
were	were	O	O
toxic	toxic	O	O
for	for	O	O
rats	rats	O	O
fetuses	fetuses	O	O
when	when	O	O
administered	administered	O	O
in	in	O	O
the	the	O	O
highest	highest	O	O
dose	dose	O	O
.	.	O	O

Unlike	unlike	O	O
DFU	dfu	O	O
,	,	O	O
piroxicam	piroxicam	O	O
was	was	O	O
also	also	O	O
highly	highly	O	O
toxic	toxic	O	O
to	to	O	O
the	the	O	O
dams	dams	O	O
.	.	O	O

Prenatal	prenatal	O	B_disease
exposure	exposure	O	I_disease
to	to	O	O
selective	selective	O	O
COX-2	cox-2	B_chemicals	O
inhibitors	inhibitors	I_chemicals	O
does	does	O	O
not	not	O	O
increase	increase	O	O
the	the	O	O
risk	risk	O	O
of	of	O	O
ventricular	ventricular	O	B_disease
septal	septal	O	I_disease
and	and	O	O
midline	midline	O	O
defects	defects	O	O
in	in	O	O
rat	rat	O	O
when	when	O	O
compared	compared	O	O
to	to	O	O
non-selective	non-selective	O	O
drugs	drugs	S_chemicals	O
and	and	O	O
historic	historic	O	O
control	control	O	O
.	.	O	O

