,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label,orig_index,olabel
346,adenosine diphosphate,8,10,52,73,Maximal platelet aggregation induced by 6 microM of adenosine diphosphate decreased after administration of ketoprofen.,10414674_6,0,-1,0,346,0
349,platelet aggregation,21,23,144,164,"In contrast, maximal platelet aggregation increased in the acetaminophen group on the third postoperative day as compared with the pretreatment platelet aggregation results (P < .05).",10414674_8,0,-1,0,349,0
363,atracurium,2,3,16,26,Accumulation of atracurium in the intravenous line led to recurarization after flushing the line in the recovery room.,10457883_2,0,-1,0,363,0
372,propofol,4,5,28,36,The haemodynamic effects of propofol in combination with ephedrine in elderly patients (ASA groups 3 and 4).The marked vasodilator and negative inotropic effects of propofol are disadvantages in frail elderly patients.,10520387_0,0,-1,0,372,0
376,propofol,25,26,165,173,The haemodynamic effects of propofol in combination with ephedrine in elderly patients (ASA groups 3 and 4).The marked vasodilator and negative inotropic effects of propofol are disadvantages in frail elderly patients.,10520387_0,0,-1,0,376,0
377,propofol,13,14,82,90,We investigated the safety and efficacy of adding different doses of ephedrine to propofol in order to obtund the hypotensive response.,10520387_1,0,-1,0,377,0
380,propofol,17,18,77,85,"The haemodynamic effects of adding 15, 20 or 25 mg of ephedrine to 200 mg of propofol were compared to control in 40 ASA 3/4 patients over 60 years presenting for genito-urinary surgery.",10520387_2,0,-1,0,380,0
383,propofol,5,6,29,37,The addition of ephedrine to propofol appears to be an effective method of obtunding the hypotensive response to propofol at all doses used in this study.,10520387_3,0,-1,0,383,0
385,propofol,18,19,113,121,The addition of ephedrine to propofol appears to be an effective method of obtunding the hypotensive response to propofol at all doses used in this study.,10520387_3,0,-1,0,385,0
387,propofol,13,14,85,93,"However, marked tachycardia associated with the use of ephedrine in combination with propofol occurred in the majority of patients, occasionally reaching high levels in individual patients.",10520387_4,0,-1,0,387,0
395,synthase,24,25,134,142,"This study was designed to discern whether the reduction in urinary NOx in lead-induced hypertension is, in part, due to depressed NO synthase (NOS) expression.",10523326_2,0,-1,0,395,0
399,drinking water,19,21,105,119,"Male Sprague-Dawley rats were randomly assigned to a lead-treated group (given lead acetate, 100 ppm, in drinking water and regular rat chow), a group given lead and vitamin E-fortified chow, or a normal control group given either regular food and water or vitamin E-fortified food for 12 weeks.",10523326_3,0,-1,0,399,0
404,malondialdehyde,9,10,51,66,"Tail blood pressure, urinary NOx excretion, plasma malondialdehyde (MDA), and endothelial and inducible NOS (eNOS and iNOS) isotypes in the aorta and kidney were measured.",10523326_4,0,-1,0,404,0
415,Vitamin E,0,2,0,9,"Vitamin E supplementation ameliorated hypertension, lowered plasma MDA concentration, and raised urinary NOx excretion while significantly lowering vascular, but not renal, tissue eNOS and iNOS expression.",10523326_6,0,-1,0,415,0
419,Vitamin E,0,2,0,9,"Vitamin E supplementation had no effect on either blood pressure, plasma MDA, or NOS expression in the control group.",10523326_7,0,-1,0,419,0
434,stimulatory,20,21,111,122,"This is, in part, due to ROS-mediated NO inactivation, lead-associated inhibition of NOS activity, and perhaps stimulatory actions of increased shear stress associated with hypertension.",10523326_10,0,-1,0,434,0
437,Glyceryl trinitrate,0,2,0,19,Glyceryl trinitrate induces attacks of migraine without aura in sufferers of migraine with aura.,10524660_0,0,-1,0,437,0
443,nitric oxide,12,14,79,91,"In recent years, increasing evidence has suggested that the messenger molecule nitric oxide (NO) is involved in pain mechanisms of migraine without aura.",10524660_2,0,-1,0,443,0
459,Gemcitabine,0,1,0,11,Gemcitabine plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin.,10526274_0,0,-1,0,459,0
460,vinorelbine,2,3,17,28,Gemcitabine plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin.,10526274_0,0,-1,0,460,0
462,cisplatin,20,21,123,132,Gemcitabine plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin.,10526274_0,0,-1,0,462,0
467,vinorelbine,8,9,55,66,"Recent reports indicate that single agent therapy with vinorelbine (VNB) or gemcitabine (GEM) may obtain a response rate of 20-30% in elderly patients, with acceptable toxicity and improvement in symptoms and quality of life.",10526274_3,0,-1,0,467,0
469,gemcitabine,13,14,76,87,"Recent reports indicate that single agent therapy with vinorelbine (VNB) or gemcitabine (GEM) may obtain a response rate of 20-30% in elderly patients, with acceptable toxicity and improvement in symptoms and quality of life.",10526274_3,0,-1,0,469,0
476,cisplatin,33,34,171,180,"METHODS: Forty-nine patients with advanced NSCLC were included, 38 of whom were age >/= 70 years and 11 were age < 70 years but who had some contraindication to receiving cisplatin.",10526274_5,0,-1,0,476,0
508,enzyme inhibitor,12,14,100,116,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,0,-1,0,508,0
510,enzyme inhibitor,28,30,234,250,"Predictors of decreased renal function in patients with heart failure during angiotensin-converting enzyme inhibitor therapy: results from the studies of left ventricular dysfunction (SOLVD)BACKGROUND: Although angiotensin-converting enzyme inhibitor therapy reduces mortality rates in patients with congestive heart failure (CHF), it may also cause decreased renal function.",10539815_0,0,-1,0,510,0
519,enzyme inhibitor,20,22,146,162,OBJECTIVE: To quantify specific clinical predictors of reduction in renal function in patients with CHF who are prescribed angiotensin-converting enzyme inhibitor therapy.,10539815_2,0,-1,0,519,0
530,creatinine,21,22,146,156,"We used time-to-event analysis to identify potential predictors of decrease in renal function including age, baseline ejection fraction, baseline creatinine, low systolic blood pressure (<100 mm Hg), history of hypertension, diabetes, and use of antiplatelet, diuretic, and beta-blocker therapy.",10539815_6,0,-1,0,530,0
533,antiplatelet,43,44,246,258,"We used time-to-event analysis to identify potential predictors of decrease in renal function including age, baseline ejection fraction, baseline creatinine, low systolic blood pressure (<100 mm Hg), history of hypertension, diabetes, and use of antiplatelet, diuretic, and beta-blocker therapy.",10539815_6,0,-1,0,533,0
555,RR,18,19,113,115,"Diuretic therapy was likewise associated with a greater risk of decreased renal function in the enalapril group (RR 1.89, 95% CI 1.70-2.08) than in the placebo group (RR 1.35, 95% CI 1.09-1.66).",10539815_10,0,-1,0,555,0
557,RR,34,35,167,169,"Diuretic therapy was likewise associated with a greater risk of decreased renal function in the enalapril group (RR 1.89, 95% CI 1.70-2.08) than in the placebo group (RR 1.35, 95% CI 1.09-1.66).",10539815_10,0,-1,0,557,0
559,RR,9,10,60,62,"Conversely, enalapril had a relative renoprotective effect (RR 1.33, 95% CI 1.13-1.53) compared with placebo (RR 1.96, 95% CI 1.57-2.44) in patients with diabetes.",10539815_11,0,-1,0,559,0
560,RR,23,24,110,112,"Conversely, enalapril had a relative renoprotective effect (RR 1.33, 95% CI 1.13-1.53) compared with placebo (RR 1.96, 95% CI 1.57-2.44) in patients with diabetes.",10539815_11,0,-1,0,560,0
563,RR,15,16,84,86,"A lower risk of renal impairment was seen in both groups with beta-blocker therapy (RR 0.70, 95% CI 0.57-0.85) and higher baseline ejection fraction (RR 0.93 per 5% increment, 95% CI 0.91-0. 96).",10539815_12,0,-1,0,563,0
564,RR,31,32,150,152,"A lower risk of renal impairment was seen in both groups with beta-blocker therapy (RR 0.70, 95% CI 0.57-0.85) and higher baseline ejection fraction (RR 0.93 per 5% increment, 95% CI 0.91-0. 96).",10539815_12,0,-1,0,564,0
575,olanzapine,4,5,35,45,Hypomania-like syndrome induced by olanzapine.,10565806_0,0,-1,0,575,0
579,olanzapine,26,27,159,169,We report a female patient with a diagnosis of a not otherwise specified psychotic disorder (DSM-IV) who developed hypomania shortly after the introduction of olanzapine treatment.,10565806_1,0,-1,0,579,0
580,receptor antagonist,4,6,24,43,"A selective dopamine D4 receptor antagonist, NRA0160: a preclinical neuropharmacological profile.",10579464_0,0,-1,0,580,0
589,adrenoceptor,27,28,146,158,"NRA0160 has negligible affinity for the human cloned dopamine D3 receptor (Ki=39 nM), rat serotonin (5-HT)2A receptors (Ki=180 nM) and rat alpha1 adrenoceptor (Ki=237 nM).",10579464_3,0,-1,0,589,0
604,smooth muscle,48,50,336,349,"Warfarin-induced artery calcification is accelerated by growth and vitamin D.The present studies demonstrate that growth and vitamin D treatment enhance the extent of artery calcification in rats given sufficient doses of Warfarin to inhibit gamma-carboxylation of matrix Gla protein, a calcification inhibitor known to be expressed by smooth muscle cells and macrophages in the artery wall.",10669626_0,0,-1,0,604,0
640,vitamin K,4,6,18,27,"High doses of the vitamin K antagonist Warfarin are also known to cause calcification of the artery media, but at treatment times of 2 weeks or longer yet not at 1 week.",10669626_10,0,-1,0,640,0
659,gamma-carboxyglutamate,6,7,46,68,"These observations indicate that although the gamma-carboxyglutamate residues of matrix Gla protein are apparently required for its function as a calcification inhibitor, they are not required for its accumulation at calcification sites.",10669626_15,0,-1,0,659,0
684,DOPAC,4,5,26,31,Dopamine turnover ratios (DOPAC:DA and HVA:DA) were found to be lower in those animals exposed to the exploratory box when compared to their home cage counterparts.,10683478_9,0,-1,0,684,0
710,alpha-tocopherol acetate,16,18,97,121,The hemolytic effect of TAM is prevented by low concentrations of alpha-tocopherol (alpha-T) and alpha-tocopherol acetate (alpha-TAc) (inactivated functional hydroxyl) indicating that TAM-induced hemolysis is not related to oxidative membrane damage.,10704919_6,0,-1,0,710,0
750,N(G)-nitro-L-arginine methyl ester,34,37,222,256,"To assess the molecular basis of disturbances in transmembraneous transport of Na+, we studied the response of cardiac (Na,K)-ATPase to NO-deficient hypertension induced in rats by NO-synthase inhibition with 40 mg/kg/day N(G)-nitro-L-arginine methyl ester (L-NAME) for 4 four weeks.",10706004_4,0,-1,0,750,0
753,L-NAME,4,5,31,37,"After 4-week administration of L-NAME, the systolic blood pressure (SBP) increased by 36%.",10706004_5,0,-1,0,753,0
797,bromocriptine,5,6,29,42,"In control rats, intravenous bromocriptine (150 microg/kg) induced significant hypotension and tachycardia.",10721819_4,0,-1,0,797,0
800,domperidone,0,1,0,11,domperidone (0.5 mg/kg).,10721819_6,0,-1,0,800,0
815,bromocriptine,13,14,72,85,"They suggest that, in normal conscious rats, the central tachycardia of bromocriptine appears to predominate and to mask the bradycardia of this agonist at peripheral dopamine D2 receptors.",10721819_10,0,-1,0,815,0
819,phosphodiesterase,3,4,11,28,The use of phosphodiesterase inhibitors such as milrinone in the treatment of severe heart failure is frequently restricted because they cause vasodilation and hypotension.,10728962_1,0,-1,0,819,0
823,milrinone,11,12,83,92,"In patients with decompensated heart failure with hypotension after treatment with milrinone, low doses of vasopressin restored blood pressure without inhibiting the inotropic effect of milrinone.",10728962_2,0,-1,0,823,0
827,milrinone,26,27,186,195,"In patients with decompensated heart failure with hypotension after treatment with milrinone, low doses of vasopressin restored blood pressure without inhibiting the inotropic effect of milrinone.",10728962_2,0,-1,0,827,0
832,adrenoceptor,20,21,141,153,"Under controlled conditions, infant rats emit ultrasonic vocalizations during extreme cold exposure and after administration of the alpha(2) adrenoceptor agonist, clonidine.",10737864_1,0,-1,0,832,0
846,oral contraceptives,4,6,23,42,Recurrent use of newer oral contraceptives and the risk of venous thromboembolism.,10739826_0,0,-1,0,846,0
852,oral contraceptives,16,18,105,124,"The epidemiological studies that assessed the risk of venous thromboembolism (VTE) associated with newer oral contraceptives (OC) did not distinguish between patterns of OC use, namely first-time users, repeaters and switchers.",10739826_1,0,-1,0,852,0
865,second generation,56,58,273,290,"The adjusted rate ratio of VTE for repeat users of third generation OC was 0.6 (95% CI:0.3-1.2) relative to repeat users of second generation pills, whereas it was 1.3 (95% CI:0.7-2.4) for switchers from second to third generation pills relative to switchers from third to second generation pills.",10739826_5,0,-1,0,865,0
901,cyclosporine,8,9,65,77,Treatment of tacrolimus-related adverse effects by conversion to cyclosporine in liver transplant recipients.,10743694_0,0,-1,0,901,0
911,tacrolimus,31,32,208,218,"Of 388 liver recipients who received tacrolimus as primary immunosuppression, 70 required conversion to CyA. We recorded indication for conversion, whether conversion was early or late after transplantation, tacrolimus dose and trough blood level at conversion, and incidence of rejection after conversion.",10743694_3,0,-1,0,911,0
925,(1,96,98,413,415,"Indications for early conversion were neurotoxicity (20), (insulin-dependent) diabetes mellitus (IDDM) (5), nephrotoxicity (3), gastrointestinal (GI) toxicity (6), and cardiomyopathy (1), and for late conversion were neurotoxicity (15), IDDM (12), nephrotoxicity (3), GI toxicity (5), hepatotoxicity (6), post-transplant lmphoproliferate disease (PTLD) (2), cardiomyopathy (1), hemolytic anemia (1), and pruritus (1).",10743694_5,0,-1,0,925,0
1002,low-dose,28,29,146,154,"METHODS: Patients with a clinical diagnosis of ischemic stroke (within 24 hours) were consecutively allocated to receive placebo (n=100), 1 mg/h (low-dose) nimodipine (n=101), or 2 mg/h (high-dose) nimodipine (n=94).",10835440_3,0,-1,0,1002,0
1007,low dose,21,23,103,111,"RESULTS: Two hundred sixty-five patients were included in this analysis (n=92, 93, and 80 for placebo, low dose, and high dose, respectively).",10835440_5,0,-1,0,1007,0
1035,neuroprotective,8,9,42,57,These results do not confirm or exclude a neuroprotective property of nimodipine.,10835440_12,0,-1,0,1035,0
1044,CP,2,3,18,20,"Cyclophosphamide (CP), an antitumoral agent known to produce toxic effects on the bladder wall through its main toxic metabolite acrolein, was used to induce cystitis.",10840460_2,0,-1,0,1044,0
1048,CP,4,5,23,25,"MATERIALS AND METHODS: CP was administered at doses of 50, 100 and 200 mg./kg.",10840460_3,0,-1,0,1048,0
1051,(1,14,16,95,97,i.v.) on CP-induced behavioral modifications were tested administered alone and after naloxone (1 mg./kg.,10840460_6,0,-1,0,1051,0
1052,CP,6,7,30,32,"In addition, 90 minutes after CP injection, that is, at the time of administration of morphine, the bladder was removed in some rats for histological examination.",10840460_8,0,-1,0,1052,0
1055,CP,19,20,118,120,"Finally, to show that the bladder is essential for the CP-induced behavioral modifications, female rats also received CP at doses of 200 mg./kg.",10840460_9,0,-1,0,1055,0
1059,CP,4,5,14,16,"i.v. RESULTS: CP dose-relatedly induced marked behavioral modifications in male rats: breathing rate decrease, closing of the eyes and occurrence of specific postures.",10840460_13,0,-1,0,1059,0
1069,CP,4,5,16,18,"In female rats, CP 200 mg./kg.",10840460_18,0,-1,0,1069,0
1071,CP,2,3,16,18,"intravesically, CP did not produce any behavioral effects, whereas acrolein at 0.5 mg.",10840460_21,0,-1,0,1071,0
1073,CP,8,9,73,75,intravesically induced behavioral modifications identical to those under CP 200 mg./kg.,10840460_22,0,-1,0,1073,0
1130,P100,28,29,174,178,"With institutional approval, 35 Sprague-Dawley rats were randomly allocated to receive daily subcutaneous doses of 10 mg/kg prednisolone (P10 group), 100 mg/kg prednisolone (P100 group), or an equal volume of saline (S group) for 7 days.",10910842_3,0,-1,0,1130,0
1133,P100,14,15,63,67,A fourth group of rats was pair fed (food restricted) with the P100 rats for 7 days (FR group).,10910842_4,0,-1,0,1133,0
1139,d-tubocurarine,21,22,117,131,"On Day 8, the nerve-evoked peak twitch tensions, tetanic tensions, and fatigability, and the dose-response curves of d-tubocurarine in the tibialis cranialis muscle were measured in vivo and related to muscle mass or expression of AChRs.",10910842_5,0,-1,0,1139,0
1145,P100,9,10,46,50,"Rate of body weight gain was depressed in the P100, FR, and P10 groups compared with the S group.",10910842_6,0,-1,0,1145,0
1149,P100,7,8,40,44,Tibialis muscle mass was smaller in the P100 group than in the P10 or S groups.,10910842_7,0,-1,0,1149,0
1157,P100,33,34,166,170,"The evoked peak twitch and tetanic tensions were less in the P100 group than in the P10 or S groups, however, tension per milligram of muscle mass was greater in the P100 group than in the S group.",10910842_8,0,-1,0,1157,0
1159,d-tubocurarine,6,7,26,40,The 50% effective dose of d-tubocurarine (microg/kg) in the tibialis muscle was smaller in the P10 (33.6 +/- 5.4) than in the S (61.9 +/- 5.0) or the P100 (71.3 +/- 9.6) groups.,10910842_9,0,-1,0,1159,0
1165,P100,37,38,150,154,The 50% effective dose of d-tubocurarine (microg/kg) in the tibialis muscle was smaller in the P10 (33.6 +/- 5.4) than in the S (61.9 +/- 5.0) or the P100 (71.3 +/- 9.6) groups.,10910842_9,0,-1,0,1165,0
1173,d-tubocurarine,31,32,138,152,"The evoked tensions correlated with muscle mass (r(2) = 0.32, P < 0.001), however, not with expression of AChR. The 50% effective dose of d-tubocurarine did not correlate with muscle mass or AChR expression.",10910842_11,0,-1,0,1173,0
1183,Cyclosporine,0,1,0,12,Cyclosporine and tacrolimus-associated thrombotic microangiopathy.,11007689_0,0,-1,0,1183,0
1189,cyclosporine,7,8,57,69,"Treatments have included discontinuation or reduction of cyclosporine dose with or without concurrent plasma exchange, plasma infusion, anticoagulation, and intravenous immunoglobulin G infusion.",11007689_2,0,-1,0,1189,0
1197,tacrolimus,8,9,42,52,The last decade has seen the emergence of tacrolimus as a potent immunosuppressive agent with mechanisms of action virtually identical to those of cyclosporine.,11007689_4,0,-1,0,1197,0
1199,cyclosporine,23,24,147,159,The last decade has seen the emergence of tacrolimus as a potent immunosuppressive agent with mechanisms of action virtually identical to those of cyclosporine.,11007689_4,0,-1,0,1199,0
1200,tacrolimus,6,7,26,36,"As a result, switching to tacrolimus has been reported to be a viable therapeutic option in the setting of cyclosporine-induced TMA.",11007689_5,0,-1,0,1200,0
1202,tacrolimus,6,7,40,50,"With the more widespread application of tacrolimus in organ transplantation, tacrolimus-associated TMA has also been recognized.",11007689_6,0,-1,0,1202,0
1207,tacrolimus,18,19,122,132,"However, literature regarding the incidence of the recurrence of TMA in patients exposed sequentially to cyclosporine and tacrolimus is limited.",11007689_7,0,-1,0,1207,0
1209,cyclosporine,21,22,137,149,We report a case of a living donor renal transplant recipient who developed cyclosporine-induced TMA that responded to the withdrawal of cyclosporine in conjunction with plasmapheresis and fresh frozen plasma replacement therapy.,11007689_8,0,-1,0,1209,0
1211,tacrolimus,2,3,16,26,Introduction of tacrolimus as an alternative immunosuppressive agent resulted in the recurrence of TMA and the subsequent loss of the renal allograft.,11007689_9,0,-1,0,1211,0
1215,cyclosporine,5,6,31,43,Patients who are switched from cyclosporine to tacrolimus or vice versa should be closely monitored for the signs and symptoms of recurrent TMA.,11007689_10,0,-1,0,1215,0
1216,tacrolimus,7,8,47,57,Patients who are switched from cyclosporine to tacrolimus or vice versa should be closely monitored for the signs and symptoms of recurrent TMA.,11007689_10,0,-1,0,1216,0
1221,dopaminergic,4,5,26,38,Apomorphine was the first dopaminergic drug ever used to treat symptoms of Parkinson's disease.,11009181_1,0,-1,0,1221,0
1252,(1,9,11,50,52,"This study assessed the effect of normal aging on (1) the tropicamide-induced increase in pupil diameter, and (2) the reversal of this effect with pilocarpine.",11022397_2,0,-1,0,1252,0
1259,tropicamide,4,5,14,25,"In 1 session, tropicamide (20 microL, 0.01%) was administered to one eye and placebo to the other.",11022397_8,0,-1,0,1259,0
1261,tropicamide,4,5,20,31,"In another session, tropicamide (20 microL, 0.01%) was administered to both eyes, followed 23 minutes later by the application of pilocarpine (20 microL, 0.1%) to one eye and placebo to the other.",11022397_9,0,-1,0,1261,0
1264,eye drops,1,3,4,13,All eye drops were given in a randomized order.,11022397_10,0,-1,0,1264,0
1271,tropicamide,11,12,68,79,OUTCOME MEASURES: Pupil size at time points after administration of tropicamide and pilocarpine; scopolamine-induced impairment in word recall.,11022397_12,0,-1,0,1271,0
